stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,806.32,9771.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537.24,0,0,0,0,0,0,0,0,0,0,0
  5-6,1776.17,16567.95,0,27.72,0,0,0,0,0,0,0,0,43.08,0,0,0,0,0,0,0,0,0,0,0,729.56,65.72,0,0,190.54,0,406.37,0,0,0,0,0,0,0,0,0,0,0
  7-9,422.62,360.57,0,828.46,0,0,0,844.02,0,0,0,0,1080.95,0,0,0,0,0,0,0,0,0,0,0,11487.63,309.93,0,0,4958.72,0,30.15,5.15,0,0,0,0,0,0,0,0,0,0
 10-12,0,207,0,272.21,0,15.83,0,571.87,0,0,0,0,227.19,0,0,0,0,0,3.73,0,0,0,0,0,5365.24,122.32,0,0,2628.41,0,7.61,4.8,4.61,253.31,0,0,18.12,0,0,0,0,0
 14-21,1.39,0,0,37.29,196.64,70.92,0,152.57,0,0,36.45,12.67,5.2,0,0,9.38,0,0,0,0,86.1,0,0,83.43,1830.88,49.6,3.47,28.88,77.66,0,178.89,0,249.39,8.77,0,120.43,494.52,0,0,4.03,0,0
 24-34,0,0,0,7.72,62.84,10.25,0,652.67,2.63,1.36,44.34,0.97,0,7.76,4.96,3.83,3.85,2.93,5.68,0,234.57,0.62,0.89,74.59,2953.74,12.71,9.46,20.73,1,0,107.92,0,0,4.28,0,12.72,520.86,0,0,44.79,0,2.28
 36-46,0,0,0,1.13,66.68,4.46,0,1349.88,18.62,1.17,46.95,4.56,0,1.29,11.23,0.63,1.19,0,0.62,0,255.52,0,13.21,65.87,2071.77,18.52,10.41,17.26,0,0,97.12,0,5.57,3.71,0,0,371.16,0,0,38.54,0,2.3
 48-58,0,0,0,0.6,57.2,3.91,0,1045.95,3.11,0.42,74.39,6.6,0,1.52,14.96,8.25,2.07,1.96,9.12,0.49,213.13,0,26.28,51.85,832.83,10.52,4.69,12.75,0,0.64,35.58,0,0,1.14,6.26,0,111.96,0,0,15.25,0,0
 60-70,1.61,0,0,0,68.7,8.15,0,454.31,9.92,1.57,49.79,25.54,0,0,9.73,0,12.55,0.67,12.36,0,110.91,0.87,24.76,17.94,462.95,3.05,2.61,0,0,0.71,25.05,0,0,8.94,0,0,28.3,0,0,12.7,0,0
 72-82,0,0,0.67,0,35.44,3.14,0,176.86,0,2.59,52.6,11.69,0,1.16,8.26,4.29,0.72,0.83,4.86,0.49,122.54,2.6,3.45,21.07,244.17,3.09,4.09,11.81,0,0.71,17.98,0,0,2.23,0,0,6.83,1.14,0,28.19,0,0
 84-94,0,0,0.6,0,40.36,5.05,0.73,156.14,0.86,2.53,41.98,16.44,0,0,9.62,3.62,1.31,1.59,4.39,4.83,119.84,0,6.04,19.13,230.2,3.59,4.8,5.12,0,0,13.15,0,0,5.18,0,0,3.74,3.87,0,23.93,0,0
 96-106,0,0,0,0,33.84,7.65,1.68,128.16,0,0.81,37.03,13.33,0,0,9.62,0.87,0,1.47,14,1.28,45.43,3.69,3.09,11.6,164.54,0,3.53,8.44,0,0,14.79,0,0,11.49,0,0,4.7,3.05,0.76,15.15,0,0
108-118,0,0,0,0.74,22.36,8.41,5.84,115.72,0.52,0.59,42.76,7.86,0,0,11.96,0,1.38,1.19,10.71,0.66,60.56,1.51,3.66,13.56,287.4,2.09,2.14,3.08,0,0,13.54,0,0,4.68,0,0,18.76,2.87,0,24.2,4.44,0
120,0,0,0,0,13.48,4.73,0,157.64,0,0,80.09,1.32,0,0,30.94,0,2.88,1.84,4.53,0,68.27,0,0,8.55,289.15,3.7,0,9.09,0,0,1.62,0,0,0,0,0,0,0,0,13.74,0,0
