stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,95.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.65,0,0,0,0,0,0,0,0,0,0
  5-6,0,80.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,19.76,15.56,0,23.83,0,0,0,16.55,0,0,0,0,0,11.03,0,0,0,0,0,0,0,0,0,0,0,273.32,27.3,0,0,31.53,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,5.27,0,41.85,0,7.97,0,62.43,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,0,0,0,696.06,138.8,0,0,135.66,0,0,0,46.24,0,0,0,0,0,0,0,0
 14-21,0,0,0,37.77,417.16,43.24,0,38.79,0,4.19,0,8.04,14.96,0,4.17,0,1.04,0,0,0,10.59,54.18,0.86,0,39.21,423.58,560.34,4.93,2.22,16.45,0,1.02,24.93,14.29,19.14,54.7,182.16,0,0,8.54,0,1.17
 24-34,0,0,1.43,11.5,87.26,6.75,0,47.49,0,21.05,3.19,7.86,6.42,0,10.22,0,2.07,0.95,2.36,11.18,4.05,190.14,0,0.89,59.23,1120.9,77.15,12.56,3.83,0,0,3.26,0,7.24,15.79,5.17,169.37,0,0,13.19,0,0
 36-46,0,0,0.85,0.67,37.25,1.34,0,182.92,1.72,65.11,5.12,27.58,0.57,0,9.67,0,0,0.86,5.57,13.59,0.97,708.17,2.77,0,73.05,2752.77,37.61,26.6,5.12,0,0,13.72,1.39,21.9,43.05,0.69,343.51,0,0,15.97,0,5.27
 48-58,0,0,0,0,42.32,0,0,453.46,3.44,79.38,5.63,63.37,0.87,0,12.77,0,13.93,3.65,8.2,14.39,11.72,932.22,0.44,5.68,82.32,2882.44,48,15.57,8.49,0,1.06,6.23,0,0.62,26.81,0,347.07,0,0,12.53,0,8.03
 60-70,0.81,0,0.89,0,78.05,0,0,996.03,3.58,91.94,11.09,77.9,6.25,0,9.34,0.57,0.9,3.93,9.6,0,0,1482.48,0,27.75,72.84,3855.85,28.91,22.99,11.19,0,2.95,2.45,0,3.99,10.66,0,425.53,0,10.26,17.27,5.9,12.34
 72-82,0,0,0.64,0,54.08,6.29,0,626.01,5.48,46.66,23.93,56.73,4.02,0,9.86,0.49,4.33,14.69,16.15,0.49,0,1494.06,0,29.69,94.79,2069.23,7.81,10.32,21.57,0,0.59,3.67,0,5.89,1.69,0,172.81,2.36,9.69,10.02,10.77,11.77
 84-94,0,0,2.57,0,82.05,0.93,0,582.52,2.08,76.07,12.13,41.91,2.12,0,15.35,2.47,6.22,9.14,20,4.65,12.08,1331.01,0.76,11.77,64.26,1257.64,27.4,7.53,11.35,0,0,15.23,0,8.78,1.99,0,74.92,0,12.09,4.15,4.57,0
 96-106,1.12,0,0,0,95.12,11.68,1.43,239.85,3.05,89.71,7.7,46.56,6.08,0,13.42,1.32,11.09,15.41,20.38,11.34,0.98,1087.36,0.97,7.58,71.08,1057.53,19.85,11,35.56,0,3.21,18.08,0,7.56,2.61,0,37.69,0,6.93,31.67,7.86,3.66
108-118,0,0,0.83,0.74,94.29,0,0.66,283.65,3.04,102.6,10.56,27.78,7.81,0,12.24,3.86,5.29,29.42,19.83,1.66,5.57,1113.55,1.3,19.47,46.49,1370.34,14.65,9.24,13.62,0,4.32,10.1,0,4.45,2.08,0,55.83,0.83,6.87,11.06,2.45,0
120,3.43,0,0,0,85.8,11.76,5.88,331.95,1.25,113.69,37.82,55.46,4.3,0,0,0,1.05,25.17,25.58,11.57,0,934.82,0,0,30.35,1738.53,82.33,5.72,8.54,0,0,4.47,0,13.14,0,0,77.64,0,17.34,24.18,0,0
