stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,119.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,237.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.96,0,20.53,0,0,0,57.3,0,0,0,0,0,19.07,0,0,0,0,0,0,0,0,0,0,0,276.94,4.16,0,0,18.92,0,7.68,0,0,0,0,0,0,0,0,0,0
 10-12,3.65,0,34.79,0,0,0,35.64,0,0,0,0,0,41.56,0,0,0,0,0,0,0,0,0,0,0,386.85,3.71,0,0,108.94,0,4.24,0,8.62,0,0,0,0,0,0,0,0
 14-21,0,0,1,64.55,1.8,0,3.16,0,2.53,0,2.89,0,2.23,2.07,0,0,0,0,0,0,7.09,0,0,7.07,112.89,2.8,0,0,1.82,0,40.65,2.32,1.76,0,5.47,60.75,0,0,3.53,0,0
 24-34,0,0,2.62,24.33,1.63,0,15.86,0,7.66,0,2.28,0,4.49,0.85,0,10.78,0,3.59,0,0.78,28.25,2.51,0,7.95,600.7,1.19,13.08,15.38,0,0,100.73,0,0.71,1.27,0,208.23,0,0,23.16,0,1.51
 36-46,0,0,0,17.06,0,0,50.1,0,3.42,3.07,24.84,0.72,1.53,3.86,0,2.26,0,0,0,6.32,25.25,1.74,0.6,5.49,1421.09,0,11.03,2.93,0,2.1,149.71,0,3.45,0,0,329.26,0,0,21.83,0,0
 48-58,0,0,0,21.58,0,0,186.9,0,13.12,2.21,68.68,0,4.43,0.63,0,6.17,7.73,0.41,0.6,0,36.33,7.19,0,7.43,1984.82,1.37,6.24,3.21,0,0,45.03,0,1.17,5.62,0,400.57,0,0,6.58,0,3.85
 60-70,0,0.91,0,15.06,0,0,420.58,4.3,9.86,0.68,75.82,7.23,0,0,0,5.54,0.66,0.88,1.63,0,39.01,8.3,4.06,2.18,2239.41,0,8.13,4.25,0,0,86.45,0,0,0,0,333.2,0,0,4.68,0,0
 72-82,0,0.79,0,33.25,1.09,0,497.05,0,2.42,0.76,148.38,13.23,1.12,4.52,13.11,4.5,1.42,0.61,0,3.31,67.05,10.32,7.48,0.54,2302.18,0,9.52,4.78,0,0,35.58,0,4.52,0,0,287.75,2.11,1.7,33.1,0,10.94
 84-94,0,0.98,0,22.67,1.76,0,393.66,4.89,3.75,0,95.61,19.7,1.87,0.7,4.48,1.75,6.37,2.24,2.65,0,50.92,25.62,4.98,4.9,1375.2,0,30.64,6.58,0,0.79,58.78,0,0.9,0,0,195.5,13.56,0.84,6.08,7.9,2.81
 96-106,0,0.61,1.03,25.14,0.77,0.98,381.64,0,6.08,0.64,129.82,19.45,0,0.62,7.69,6.75,0.75,4.48,18.75,1.96,55.34,17.69,1.02,2.33,1416.4,0,11.71,5.15,0,0,65.77,0,0.7,0,0,90.05,2.23,1.2,21.7,1.67,0.62
108-118,0,0.91,1.06,44.29,1.01,1.57,361.45,0,20.72,2.92,115.85,20.66,0,0,7.66,3.99,8.45,2.95,4.11,0,79.57,45.14,0,0.96,1420.41,2.48,2.66,5.59,0,2.61,66.19,0,1.39,0,0,66.98,6.3,1.85,18.43,1.77,8.7
120,0,2.52,0,47.24,10.95,1.71,484.47,13.61,9.75,0,234.73,23.34,0,8.17,16.95,12.63,0,3.39,1.23,0,84.22,12.24,0,5.4,2399.22,0,10.9,19.27,0,0,80.1,0,4.05,0,0,109.57,1.53,0,21.79,0,3.58
