stage,erythrocytes,eye,immune,mesenchyme,notochord,spinal.cord,taste,vasculature
 14-21,0,0,2.47,0,0,0,0,0
 24-34,0,0,1.69,0,0,0,0,0
 36-46,0,0,10.23,0,0,0,0,0
 48-58,0,0.66,6.52,0,0,0.7,0,0.43
 60-70,0,0,7.8,0,0,0,0,0.7
 72-82,0,0,19.27,0,0,0,6.19,0.86
 84-94,0,0,30.58,0,0,0,0,0
 96-106,0,0,32.06,3.88,0,0,0,5.01
108-118,1.48,1.55,29.25,0,0,0,0,0.59
120,0,0,72.69,0,3.25,0,0,1.44
