stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,16.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,119.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,8.93,0,9.11,0,0,0,8.44,0,0,0,0,0,9.57,0,0,0,0,0,0,0,0,0,0,0,140.44,3.53,0,0,65.24,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,19.9,0,0,0,0,0,23.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.65,0,0,0,84.59,0,0,0,16.56,0,0,0,0,0,0,0,0
 14-21,0,0,0.91,10.47,4.84,0,7.12,0,0,0,0,0,0,0,0,2,0,0,2.94,0,7.27,0,0,2.29,108.03,3.03,1.13,1.07,2.19,0,5.57,7.27,0,0,8.42,22.18,0,0,0.89,0,0
 24-34,0,0,0,11.14,0,0,20.09,0,0.68,0,4.33,0.64,0,4.77,7.59,0.83,0,0,0,0.92,27.37,0,0,9.85,239.75,1.07,1.82,2.56,0,0,29.12,0,0,0,2.42,48.72,0,0,12.04,0,0
 36-46,0,0.94,0,16.96,0,0,18.44,0,1.38,2.21,8.17,2.19,0,0,0,2.47,0,0,0,3.05,38.63,0,1.97,3.16,218.86,2.14,9.33,1.82,0,0,7.77,0.86,0,17.28,1.09,43.8,0,0,3,0,8.98
 48-58,0,0,0,7.35,0,0,97.88,1.27,2.38,0.46,18.88,1.74,0,0.78,0,1.83,1.22,0,0,0,25.04,0,0.95,5.11,269.44,0.94,2.26,0.82,0,0,3.9,0,0,0,0,61.98,0,0,11.63,0,5.55
 60-70,0,0,0,1.82,0,0,140.93,1.2,3.61,0.81,31.66,2.29,2,0,0,0,0.66,0,7.5,0,29.23,0,0,18.14,394.13,0,3.15,0,0,0,5.66,0,2.48,0,0,43.16,0,0.73,0,0,7.94
 72-82,0,1.14,0,8.1,0,1.16,128.4,0,4.23,0.59,22.58,1.88,0,0,1.59,0,0,1.99,1.6,0,33.85,1.57,1.5,2.8,272.75,0,2.85,1.97,0,0,5.8,0,0.84,0.53,0,19.66,1.12,0.66,4.12,2.27,11.18
 84-94,0,0,0,11.34,0,7.84,76.05,3.95,2.62,0.91,23.5,0,0,0,1.28,0,3.43,0.59,0,0,24.75,0,0,3.94,156.92,0,4.44,10.31,0,0,6.56,0,0,0,0,13.06,5.69,0,2.67,0,6.3
 96-106,0,0.56,0,8.23,0,0,77.31,3.62,0.57,9.58,15.91,2.96,0,2.93,0,1.06,0.75,0,1.54,0.6,23.87,1.42,0.8,2.14,166.79,0,0,3.36,0,5.22,6.03,0,0.58,0,0,3.63,0,1.48,10.22,3.16,3.58
108-118,0,0,0,2.85,0,0.58,86.95,1.22,0.5,1.07,19.48,1.87,0,0,0.63,0.65,4.31,0.82,2.23,1.31,35.39,0,3.07,2.09,174.33,0,1.67,7.02,0,0,8.62,0,0,0,0,9.87,1.29,0,4.11,0.57,0
120,0,0,0,7.01,4.36,0,85.13,7.22,1.49,0,47.44,5.88,0,0,0,0,0,0,3.61,0,43.3,0,0,1.12,534.91,0,0,23.6,0,0,13.35,0,3.03,1.52,0,31.31,0,1.56,3.57,3.19,0
