stage,blastomeres,endoderm,fin.epithelia,hatching.gland,muscle,neural,notochord,paraxial.mesoderm,presomitic.mesoderm,pronephros,somites
  5-6,41.45,0,0,0,0,11.18,0,6.17,0,0,0
  7-9,0,0,0,0,0,12.3,0,51.97,0,0,0
 10-12,0,11.27,0,0,0,0,5.37,68.34,0,0,0
 14-21,0,0,0,0.86,0,0,0,0,13.32,0,6.48
 24-34,0,0,0,0,1.82,0,0,0,0,0,3.78
 36-46,0,0,0,0,0,1.52,0,0,0,0,0
 48-58,0,0,0,0,0,0,0,0,0,8.42,0
 60-70,0,0,4.01,0,0,0,0,0,0,0,0
108-118,0,0,0,0,0,3.8,0,0,0,0,0
