stage,blastomeres,eye,immune,mesenchyme,neural,periderm,spinal_cord
  3-4,66.46,0,0,0,0,11.94,0
  5-6,15.16,0,0,0,0,0,0
  7-9,10.01,0,0,0,0,0,0
 60-70,0,0.73,0,0,0,0,0
 72-82,0,0,0,0,0,0,2.93
 84-94,0,4.15,0,0,0,0,0
 96-106,0,1.23,1.49,0,1.2,0,0
108-118,0,0.52,0,0.69,0,0,0
120,0,1.48,0,0,0,0,0
