stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,21.57,185.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.48,0,0,0,0,0,0,0,0,0,0
  5-6,0,247.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2,0,0,0,0,0,27.31,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.14,5.11,0,0,3.5,0,8.68,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,8.02,0,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.43,0,0,0,45.07,0,21.02,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,2.04,23.35,1.02,0,0,0,0,0,0,1.05,0,0,0,16.32,0,0,0,0,2.72,13,0,2.12,26.49,14.42,0,2.56,0,0,1728.39,3.43,0,0,2.92,7.58,0,0,0,0,0
 24-34,0,0,0,1.44,28.65,1.68,0,25.87,0,7.25,0,4.5,16.47,6.98,1.36,1.2,84.69,3.58,29.11,18.17,0,10.48,52.1,0,21.04,231.66,0,29.71,1.22,0,0,4005.37,0,8.17,1.47,1.28,38.27,0,0,9.25,0,1
 36-46,0,0,0,0,112.41,0,0,18.47,1.68,28.68,0,4.38,8.38,0,0,2.39,96.1,0,40.28,1.59,6.3,14.59,87.83,1.32,4.01,364.79,0,92.03,0.61,0,0,4996.34,0,11.25,0,0.75,26.21,0,0,0.6,0,0
 48-58,0,0,0,0,87.06,0,0,72.41,0.38,70.86,1.86,6.38,5.05,24.8,0,5.54,56.61,0,81,0.39,1.07,13.22,56.89,0,6.53,257.74,0,55.6,7.21,0,0.39,4945.26,0,8.4,0,0,38.61,0,0,2.48,0,6.68
 60-70,0,0,0,0,216.57,1.04,0,111.88,1.04,100.59,1.74,8.53,4.16,38.37,0,6.37,83.8,0,237.55,0,0,59.71,47.27,2.98,4.08,294.91,9.72,118.26,8.04,0,0,5804.2,0,10.25,0,0,34.01,41.76,0,11.04,0,8.01
 72-82,0,0,0,0,266.42,1.64,0,121.34,0,103.91,0,7.03,13.24,16.92,0,7.99,124.25,0.59,259.43,0.96,8.68,34.88,89.6,0,2.24,183.27,4.41,68.52,4.07,0,0,4743.81,0,3.25,0,0,4.55,23.23,0.61,3.36,0.96,16.01
 84-94,0,0,0.88,0,502.88,7.76,0,111.18,0,298.59,2.45,24.64,32.13,19.87,0,5.74,272.99,0,383.01,2.32,0,27.74,121.94,1.33,0.85,174.55,1.17,225.58,1.74,0,0,11495.07,0,26.65,0,0,5.12,56.65,0,3.57,0,2.69
 96-106,0,0,6.45,0,954.51,67.26,12.07,180.04,0,364.72,17.02,46.93,93.86,2.38,2.59,28.94,358.55,20.06,621.07,22.95,0,96.3,209.64,2.14,7.32,318.35,0,373.71,8.02,0,0,11777.38,0,24.68,6.86,0,29.46,137.15,5.56,8.25,2.41,36.58
108-118,0,0,0,0,1019.77,21.13,10.61,93.34,1.88,549.39,2.81,45.78,100.14,0,0.61,27.06,454.76,1.34,504.19,6.25,1.75,58.24,228.47,0.46,5.54,216.98,0.44,243.1,2.36,0,0,9701.67,0,29.35,0,0,1.33,184.78,0,12.75,3.75,1.18
120,0,0,0,0,738.7,22.1,2.19,76.86,0,341.01,0,7.76,80.7,0,0,44.21,216.06,0,336.14,8.73,0,33.92,127.65,4.76,6.39,279.92,4.62,128.33,23.06,0,0,5285.17,0,20.46,0,0,0,88.91,4.12,8.07,1.05,0
