stage,epidermis,eye,glial,gut,mesenchyme,muscle,neural,periderm,spinal.cord
 24-34,0,0,0,0,0.79,0.61,6.54,2.03,3.01
 36-46,0,0,0,0,0,0,2.5,1.72,0.75
 48-58,0,0.39,1.19,0,0,0.44,2.41,0,0
 60-70,0,0,0,0,0,0,1.57,0.82,0
 72-82,0,0,0,0,0.9,0,0,0,0
 84-94,0,6.32,0,0.66,1.86,0,0,0,0
 96-106,4.81,0,0,0,0,0,1.81,1.18,0
108-118,0,0,0,0,0,0,0,2.24,0
