stage,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,6.99,34.21,796.31,190.78,0,203.89,0,3.21,0,78.16,29.49,30.59,24.3,0,23.92,0,2.98,89.96,16.29,223.59,3.83,0,256.27,3033.9,179.71,9.87,36.38,85.32,0,458,5.14,526.77,50.18,73.51,618.93,842.04,0,0,53.78,0,1.22
 24-34,12.48,42.24,664.88,91.44,0,361.52,5.95,40.53,6.89,124.15,16.89,6.53,34.07,9.52,78.15,1.45,25.9,133.01,12.04,513.59,9.38,2.34,284.13,4961.31,152.63,91.85,111.86,0,0.99,1657.13,0,9.32,73.28,67.07,189.95,1186.7,0,0,403.56,0,25.18
 36-46,3.06,2.41,428.75,18.99,0,596.74,7.42,59.32,20.05,180.89,9.84,3.2,28.3,15.61,17.7,2.54,20.96,47.92,64.61,681.49,16.05,3.79,204.31,4948.72,186.16,81.46,50.85,0,18.7,2249.98,4.94,1.05,89.23,46.61,3.43,1314.48,0,1.37,251.46,0,61.01
 48-58,0.44,0.52,176.19,8.6,0,358,9.92,45.63,26.44,166.88,10.27,4.07,26.28,5.77,2.74,4.61,2.85,12.68,23.34,361.93,22.28,20.42,75.13,1675.69,109.54,17.06,26.58,0,1.12,546.84,0,0,14.15,8.41,0,453.01,0,0.61,73.82,0.48,43.67
 60-70,2.27,0,117.55,21.58,0,847.99,4.07,85.64,54.88,210.35,5.38,8.86,21.32,15.8,17.72,6.13,9.51,40.89,21.36,692.22,29.22,24.92,89.94,2243.63,49.6,27.3,26.48,0,0.63,1229.75,0,0,22.86,11.15,0,499.46,0,14.74,139.09,8.27,64.05
 72-82,1.66,0,70.12,30.77,0,385.44,3.41,64.04,13.62,67.19,10.88,5.89,8.88,2.54,4.86,1.93,6.26,8.18,0.53,289.79,7.7,21.32,21.32,743.73,47.42,21.13,10.85,0,3.03,412.39,0,4.38,6.66,2.05,0,133.46,3.71,6.94,127.64,6.04,42.51
 84-94,0.66,1.04,150.84,22.61,0,364.03,7.85,72.67,25.44,78.9,13.27,22.06,5.02,10.54,28.81,5.95,14.03,4.82,28.61,343.79,36.9,20.83,31.71,680.27,65.32,11.13,24.09,0,14.62,1944.81,2.8,0,27.69,5.34,0,130.06,7.47,13,123.09,11.34,31.05
 96-106,2.29,0,128.42,67.22,6.8,227.27,2.85,35.91,21.99,83.77,12.4,3.18,2.52,9.73,19.63,0.71,7.18,26.05,1.34,144.97,6.21,15.75,12.01,363.37,21.25,18.92,2.94,0,1.54,980.01,2.06,0,16.81,7.09,0,39.37,8.87,3.09,49.46,7.47,5.99
108-118,2.14,1.47,125.19,2.64,3.61,132.48,0.98,32.59,5.06,52.41,9.85,0,19.1,8.39,28.45,5.32,4.13,3.84,13.4,151.9,27.14,15.63,17.6,291.8,20.97,28.54,17.78,0,3.95,763.14,0,0,11.64,3.59,0,32.74,1.99,0.85,64.79,8.17,12.39
120,3.01,0,210.98,11.24,0,302.93,13.13,45.9,8.3,86.94,10.67,0,4.89,13.2,13.3,0,1.34,13.09,0,314.33,15.45,8.06,17.82,490.07,28.8,128.41,38.3,0,0,623.82,0,1.12,17.22,3.26,0,82.61,7.72,2.93,84.29,0,0
