stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,17.22,229.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,23.64,416.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.54,15.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.28,16.41,0,18.1,0,0,159.29,0,0,0,0,0,23.3,0,0,0,0,0,0,0,0,0,0,0,629.44,28.87,0,0,397.08,0,0,0,0,9.82,0,0,0,0,0,0,0,0
 10-12,0,33.74,0,140.93,0,0,177.5,0,0,0,0,0,18.84,0,0,0,0,0,0,0,0,0,0,0,894.2,164.78,0,0,247.93,0,0,0,0,111.1,0,5.88,0,0,0,0,0,0
 14-21,0,0,1.05,3.01,110.4,5.13,15.16,0,0.88,0,14.26,6.63,0,2.74,0,0,0,0,0,0,25.91,0,0,27.81,374.59,510.87,1.1,9.98,8.55,0,2.86,1.23,42.19,2.86,7.56,128.7,101.77,0,0,0,0,0
 24-34,0,0,0,0,60.12,2.41,53.29,0,8.78,0.64,53.76,3.3,0,10.85,2.78,1.63,0,9.86,1.95,0,139.35,0,0,68.03,1060.49,76.38,2.33,6.62,0,0,10.49,0,1.5,0.61,2.09,24.12,220.83,0,0,25.52,0,0
 36-46,0,0,0,0.75,48.02,0,152.39,0,10.38,9.35,207.78,4.1,0,10.72,0,0,0,17.31,0,0,218.62,0,5.63,57.84,1034.63,60.46,4.41,12.29,0,0.77,1.67,0,1.78,1.71,3.18,0,308.82,0,0,11.44,0,0
 48-58,0,0,0,0.43,37.52,0,182.39,0,7.78,7.37,294.6,3.32,1.12,13.57,0,0,0.46,12.91,6.3,0,198.68,0.37,2.24,49.03,684.9,16.02,4.89,12.38,0,0.59,6.61,0,0,0.65,0,0,191.91,0,1.66,7.81,0,4.96
 60-70,0,0,0,0,27.71,0,155.25,0.73,6.82,7.71,299.18,4.01,2,7,0,8.59,0,11.37,1.63,0,304.92,2.11,6.76,49.56,560.88,11.3,1.25,8.03,0,0,3.31,0,0,4.88,2.41,0,94.05,0.61,2.24,8.44,3.31,9.38
 72-82,0,0,2.37,0,15.89,0.56,57.84,0,1.24,19.56,409.62,1.97,0.6,6.62,1.6,1.29,0,16.1,3.49,0,333.11,0,5.03,34.17,304.28,12.78,1.49,8.4,0,0,1.41,0,0,0,0,0,66.56,3.44,3.09,28,7.11,0
 84-94,0,0,0,0,59.99,0.57,114.81,0,4.95,21.31,247.58,12.28,2.78,8.15,1.72,0.78,0,10.98,2.62,2.86,263.16,0,7.66,30.85,246.37,8.08,6.63,16.23,0,0,3.05,0,0,1.46,0,0,49.67,1.17,6.61,17.27,3.95,0
 96-106,0,0,0.63,0,45.54,15.66,33.79,2.05,7.72,19.05,321.66,8.37,0,6.53,6.05,1.79,0,30.49,9.84,1.06,230.11,0,5.56,18.46,263.76,5.71,4.27,6.47,0,6.38,1.43,0,0,1.61,0.63,0,73.51,0,8.75,24.21,16.42,1.22
108-118,0,0,0,0,53.14,0,54.14,0.49,9.5,14.13,326.06,10.37,0,4.43,11.42,5.3,0,30.13,2.42,4.82,280.11,0,5.72,33.77,318.88,11.71,8.78,12.33,0,1.49,1.85,0,0,1.37,0,0,34.27,5.5,5.01,29.41,10.45,0
120,3.56,0,0,0,86.87,11.93,89.55,0,6.24,29.22,530.21,22.64,0,11.12,7.81,1.17,0,22.39,0,0,418.39,0,31.85,26.05,415.3,20.82,15.95,45.7,0,0,5.92,0,0,1.21,0,0,25.12,2.25,18.61,61.26,20.29,0
