stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,2644.3,47235.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1717.35,0,0,0,0,0,0,0,0,0,0,0
  5-6,5455.11,63632.76,0,42.39,0,0,0,0,0,0,0,0,103.96,0,0,0,0,0,0,0,0,0,0,0,1429.54,154.44,0,0,363.35,0,1299.5,0,0,0,0,0,0,0,0,0,0,0
  7-9,481.28,916.6,0,1168.49,0,5.95,0,2163.89,0,0,0,0,751.9,0,0,0,0,0,0,0,0,0,0,0,24320.61,622.02,0,0,8142.77,0,37.09,220.06,0,0,0,0,0,0,0,0,0,0
 10-12,3.8,515.87,0,736.45,0,103.13,0,1303.29,0,0,0,0,194.76,0,0,0,0,0,9.05,0,0,0,0,0,11791.65,181.37,0,0,4130.37,0,23.1,92.35,22.38,546.37,0,32.37,18.93,0,0,0,0,0
 14-21,4.51,10.9,0,106.5,1076.66,482.1,0,733.73,0,0,146.26,45.78,7.87,0,7.27,37.22,1.37,5.28,2.19,0,581.26,1.1,0,471.63,8943.51,228.82,58.04,111.27,352.49,0,85.5,34.61,1060.27,60.87,8.33,797.8,2584.25,0,0,23.59,0,3.72
 24-34,0,1.67,0,24.45,338.49,159.48,0,1717.4,10.31,5.18,193.85,13.01,0.9,10.58,32.18,13.06,22.1,32.06,21.73,0.62,1145.97,5.66,6.4,411.43,11521.79,48.65,88.88,118.85,1,0,208.12,0,5.89,22.8,5.01,87.48,2543.74,0,0,112.44,0,30.37
 36-46,0,0,0,3.78,175.16,58.61,0,3910.75,4.59,4.3,185.73,4.02,0,5.01,24.78,1.91,27.52,8.9,16.23,13.2,837.31,1.01,18.56,230.94,7547.8,14.59,72.79,36.04,0,0,116.25,0.81,3.46,8.18,5.58,0.6,1598.86,0,0,79.38,0,26.03
 48-58,0,0,0,1.02,152.06,46.69,0,4245.1,8.68,7.12,258.07,16.88,0,15.68,29.03,13.67,18.72,19.68,24.42,17.32,919.08,0.55,60.16,174.23,3708.16,11.85,27.13,38.7,0,0.87,36.13,0.56,0,7.52,0,0,560.22,0,0,69.4,0.65,22.09
 60-70,0,0,0.65,0,148.47,12.93,0,2689.76,17.32,4.14,185.34,37.48,0,4.06,15.73,4.44,10.75,12.34,6.67,0,601.48,0.65,51.23,97.13,1657.16,15.93,9.69,20.73,0,0.84,22.11,0,0,6.55,0.71,0,78.13,0,1.53,34.12,1.79,33.35
 72-82,0,0,1.15,0,107.47,17.06,1.06,956.69,0,4.48,171.42,20.52,0,6.67,29.04,11.34,15.52,6.2,6.53,1.18,501.96,2.45,31.33,71.59,1048.92,10.46,29.27,20.85,0,1.12,11.26,0,0,2.77,0,0,31.47,2.59,0.76,54.5,6.44,4.86
 84-94,0,0,0.6,1.94,126.88,24.55,6.1,762.66,0.95,5.97,106.46,50.93,0,0,46.52,15.29,10.46,11.79,8.72,0,402.1,0,44.75,72.68,832.4,5.84,23.6,21.52,0,0.57,21.42,0,0,12.04,0,0,10.74,12.89,0.99,80.32,0.89,7.62
 96-106,0,0,1.41,0,107.62,40.61,2.75,581.7,0.59,1.57,111.6,29.42,0,5.63,50.66,4.66,7.12,10.57,16.94,0,221.7,0.75,9.83,46.02,764.09,6.76,23.33,22.04,0,0,24.12,0,0,2.78,0,0,10.66,6.89,2.43,56.4,2.06,0
108-118,0,0,0,0.64,85.3,60.27,4.58,628.7,0,6.96,149.71,24.77,0,1.61,54.1,7.39,20.76,5.48,16.74,0.46,174.57,0,10,58.53,957.22,3.2,20.38,26.67,0,0,14.15,1.27,0,8.56,0,0,13.25,5.75,0,43.92,2.38,0.92
120,0,0,0,0,48.99,58.92,0,633.69,1.35,4.52,151.74,15.11,0,1.15,50.61,1.45,0,3.14,17.89,0,188.06,0,4.17,47.21,1038.95,1.1,7.85,24.56,0,0,20.57,0,0,4.9,0,0,8.44,1.1,0,54.61,4.22,0
