stage,epidermis,eye,fast.muscle,mesenchyme,muscle,neural,presomitic.mesoderm,slow.muscle,somites,spinal.cord,vasculature
 14-21,0,0,0,0,4.27,0,6.78,19.72,21.56,0,0
 24-34,0,0,0,0,1.69,0,0,0,0,0,1.24
 36-46,0,0,3.96,1.26,0,15.39,0,0,0,0,0
 48-58,0,0,2.38,0.96,0,1.01,0,0,0,0,0
 60-70,0,0,5.04,0,0,1.27,0,0,0,1.97,0
 84-94,0,0,0.55,0,0,0,0,0.61,0,0,0
 96-106,0,4.89,0.76,0,1.24,4.33,0,0,0,0,0
108-118,0,0,0.54,0,1.58,1.88,0,0,0,0,0
120,1.41,0,1.61,0,0,0,0,0,0,0,0
