stage,eye,neural,spinal_cord
 24-34,0,0,1.11
 48-58,0,0,1.31
 60-70,0,5.65,0
 72-82,0.56,3.02,0
 84-94,0,0,3.73
108-118,6.65,0,0
120,12.61,14.84,3.82
