stage,blastomeres,epidermis,eye,fast.muscle,glial,liver,neural,pronephros,spinal.cord
  5-6,7.48,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,4.37,0
 14-21,0,0,0,0,0,0,3.82,0,0
 24-34,0,0,0,0,0,0,11.12,0,0
 36-46,0,1.07,0.75,0,0,0.83,16.45,0,0.61
 48-58,0,0,0,0,0,0,9.51,0,0.92
 60-70,0,0,5.12,0,0,0,20.02,0,0
 72-82,0,0,0,4.55,0,0,15.28,0,0
 84-94,0,0,0,0,4.77,0,0,0,0
 96-106,0,0,0,0,1.27,0,10.74,0,0
108-118,0,0,0,0,0,0,14.59,0,0
