stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.53,622.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,80.79,932.41,0,0,0,0,0,0,0,0,0,0,10.93,0,0,0,0,0,0,0,0,0,0,0,28.71,32.19,0,0,6.56,0,16.14,0,0,0,0,0,0,0,0,0,0,0
  7-9,8.98,20.92,0,27.54,0,0,35.73,0,0,0,0,0,38.03,0,0,0,0,0,0,0,0,0,0,0,627.32,27.83,0,0,263.79,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,5.65,0,21.54,32.97,0,0,0,0,0,9.79,0,0,0,0,0,0,0,0,0,0,0,363.87,16.02,0,0,126.69,0,0,0,0,40.51,0,0,0,0,0,0,0,0
 14-21,0,0,0,3.99,114.02,37.75,52.08,0,1.38,0,17.16,8.06,2.05,3.3,0,0.97,0,0,1.41,1.05,54.24,0,0,52.36,480.66,15.8,1.04,6.61,6.56,0,15.53,0,84.33,1.05,1.99,140.25,193.77,0,0,18.91,0,1.8
 24-34,0,0,0,0.71,12.35,2.91,20.83,0,2.04,1.23,12.3,2.1,2.51,2.83,0,2.63,0,1.08,0.65,1.61,51.38,0.61,0,21.09,244.17,4.35,5.71,4.07,0,0,16.99,0,0.93,0.6,0.76,11.32,73.62,0,0,26.2,0,1.94
 36-46,0,0,0,0,5.69,0,18.44,0,1.71,1.25,7.31,0,0,0,0,19.57,9.5,0.61,0,13.9,41.97,0,12.73,13.29,150.62,0,6.41,0,0,0,76.83,0.81,0,0,0,0,28.04,0,0,5.7,0,0.87
 48-58,0,0,0,0,16.61,0,35.19,0.71,5.16,0.55,17.65,0.64,0.61,4.99,7.56,0,0.98,2.71,0,6.86,39.72,1.38,5.55,8.08,173.65,0,8.45,0.39,0,0.59,41.71,0,0,0,0,0,29.27,0,0,11.9,0,4.66
 60-70,0,0,0,0,16.68,0.67,41.85,0.64,9.63,2.95,36.23,0,0,0,19.22,0.71,0,1.16,1.2,0,39.13,0.63,0,9.23,94.36,1.8,3.33,0,0,0,36.19,0,0,0,0,0,11.48,0.77,0,2.22,0,6.84
 72-82,0,0,0,0.56,4.44,5.76,51.02,0,0,1.09,21.4,2.76,0,1.36,5.72,0.53,0,0,0,0,67.23,0,0,6.41,119.29,0.98,4.47,3.37,0,0,20.27,0,0,0,0,0,28.54,0,2.96,8.56,0.92,3.64
 84-94,0,0,0,0,13.52,0.57,41.17,1.34,1.71,2.44,5.21,0.59,0,3.76,10.18,0,0,0.6,0,0,76.5,0,5,4.77,86.79,0,8.74,2,0,0,18.74,0,0,0,0,0,3.89,0,1.13,3.17,3.36,0
 96-106,0,0,0,0,6.41,5.79,56.89,0,0.62,5.19,18.05,2.44,0,1.9,8.82,1.27,0,0.92,13.11,9.43,64.84,1.95,1.52,7.74,84.1,0,16.17,1,0,1.57,13.78,0,0,1.33,0,0,11.18,0,3.21,16.02,0.66,9.63
108-118,0,0,0,0,3.86,0,46.41,0,1.9,2.13,8.9,1.77,0,0,10.62,2.59,0.95,1.49,1.46,1.6,66.12,0,0.63,6.36,86.27,1.25,14.95,1.88,0,0.89,15.28,0,0,0.52,0,0,7.57,1.43,1,8.26,1.36,3.48
120,0,0,2.94,0,14.51,2.95,41.04,0,4,1.26,15.24,0,0,1.17,18.07,0,0,1.84,3.23,4.27,66.04,0,0,13.26,221.44,5.19,10.18,1.43,0,0,23.34,0,0,0,0,0,0,0,10.65,16.44,0,3.99
