stage,axial,blastomeres,eye,gut,neural,olfactory,periderm,spinal_cord
  3-4,0,9.75,0,0,0,0,0,0
  5-6,6.34,11.92,0,0,0,0,0,0
  7-9,0,0,3.8,0,0,0,0,0
 14-21,0,0,0,0,1.3,0,0,0.85
 24-34,0,0,0,0,0,0,0,0.83
 48-58,0,0,0,0,0.85,0,0.57,0.73
 60-70,0,0,0,0,0,0,4.2,3.12
 84-94,0,0,0,0,4.18,0,0,0
 96-106,0,0,0,1.61,0,0,0,0
108-118,0,0,0,0,3.74,1.4,0,0
