stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,12.39,240.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,142.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.71,0,0,0,0,0,0,11.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.94,0,0,0,37.86,0,0,6.2,0,0,0,0,0,0,0,0,0,0
 10-12,0,8.94,0,12.18,0,0,0,0,0,0,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,155.42,23.01,0,0,33.12,0,0,0,0,13.16,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.92,13.32,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0,0,4.1,18.78,2.05,0,0,1.78,0,0,0,0.82,0,0,1.09,7.19,0,0,1.01,0,1.85
 24-34,0,0,0,0.82,8.4,0,0,5.11,1.86,0,1.57,0,0,0,0,0,0,0.75,0,0,11.65,0,0,4.87,59.58,1.7,0.76,1.4,0,0,8.1,0,0,0,0,0.69,12.55,0,0,0,0,0
 36-46,0,0,0,0,5.24,1.3,0,8.15,0,0.6,13.86,0,0,9.47,0,0,0,1.36,0,0,18,0,0.88,7.89,59.23,0,1.34,0,0,0,3.78,0,0,0,5.71,0,11.25,0,0,0,0,0
 48-58,0,0,0,0,12.07,1.35,0,14.84,0.38,0.9,20.17,1.33,0,0,0.41,0,0,0.5,1.02,0.46,23.53,0,0,2.27,33.4,0,1.58,0.61,0,0,3.67,0,0,0,0,0,6.68,0,0,3.8,0,1.38
 60-70,0,0,1.73,0,7.28,0,0,10.05,0,0,12.52,0,0,0,0,0,0,0,0,0,11.57,0,0,1.32,11.5,0,3.2,0,0,0,12.71,0,0,0,0,0,5.8,0,0,5.75,0,9.62
 72-82,0,0,0.79,0,1.32,2.12,0,3.9,0,0.77,12.03,1.04,0,2,0.72,0.56,0.93,0.57,1.08,0,47.58,1.29,2.44,2.83,24.37,0.52,1.1,0.54,0,1.77,0.75,0,0,0.76,0,0,0.84,0.68,0.85,4.56,0.56,0
 84-94,0,0,0,0,7.4,0,0,12.95,1.14,0.6,12.55,9.6,0,5.8,1.49,1.69,0.74,0,0,0,25.2,0.57,1.77,2.26,21.16,0,0,1.04,0,7.18,10.27,0,0,0,0,0,1.03,1.34,2.79,5.54,0.77,0
 96-106,0,0,1.41,0,5.98,10.42,0.56,9.88,0,0,17.27,1.43,0,0,8.2,0.66,0,2.83,0,0,22.53,0,0,3.66,11.57,0,3.24,0.57,0,0,21.48,0,0,1.03,0,0,1.79,1.57,6.88,3.26,2.8,2.32
108-118,0,0,1.85,0,12.2,1.5,0.5,9.23,1.38,0.75,19.36,7.43,0,1.02,3.25,1.58,1.01,0,0,0,36.75,0,1.28,0.83,26.7,1.98,0,1.16,0,3.41,3.86,0,0,1.69,0,0,0,1.11,1.3,2.14,0,0
120,0,0,0,0,3.5,0,0,33.69,0,0,28.64,5.51,0,0,1.69,0,0,0,0,0,9.63,0,0,1.44,15.29,0,4.35,3.15,0,0,1.41,0,0,2.43,0,0,0,0,0,8.11,8.85,0
