stage,mucous,olfactory,periderm
 24-34,0,0,3.76
 36-46,0,0,1.57
 48-58,0,0,1.07
 60-70,0,0,5.96
 72-82,0,0,1.44
 84-94,0,0,1.12
 96-106,0,0,2.56
108-118,0.91,0,0
120,0,1.11,0
