stage,blastomeres,epidermis,eye,immune,lateral_line,neural,otic,paraxial_mesoderm,periderm
  3-4,9.36,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,4.88,0
 36-46,0,0,0,0,3.89,1.8,0,0,0
 48-58,0,0,0,0,0.38,0.67,6.68,0,0
 60-70,0,0,0,0,2.74,5.42,4.58,0,0
 72-82,0,0,0,0,3.15,7.33,7.09,0,0
 84-94,0,0.6,1.68,0,4.04,0,34.41,0,1.39
 96-106,0,1.09,0,0.65,0,0,25.17,0,1.25
108-118,0,0,0,0,1.36,0,10.47,0,0
120,0,0,0,0,1.63,10.75,59.88,0,0
