stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,295.39,6533.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,327.11,4578.95,0,10.68,0,0,0,0,0,0,0,0,0,17.2,0,0,0,0,0,0,0,0,0,0,0,164.46,0,0,0,14.4,42.02,0,0,0,0,0,0,0,0,0,0,0
  7-9,44.01,53.42,0,75.95,0,0,0,247.11,0,0,0,0,0,96.52,0,0,0,0,0,0,0,0,0,0,0,1830.61,65.98,0,0,519.05,0,72.46,0,0,0,0,0,0,0,0,0,0
 10-12,0,70.96,0,80.63,0,20.24,0,104.89,0,0,0,0,0,26.23,0,0,0,0,0,3.73,0,0,0,0,0,1123.48,38.95,0,0,486.57,5.07,6.8,7.13,97.19,0,0,0,0,0,0,0,0
 14-21,0,0,1.24,3.97,54.56,7.53,0,21.52,0,0,0,5.07,0.84,0.98,1.15,0,4.72,0,0,0,0,28.75,0,0,13.34,241.26,5.85,0,3.61,6.57,10.78,4.19,54.65,5.12,2.85,32.42,63.09,0,0,2.31,0,0
 24-34,0,0,0,3.4,16.24,1.57,0,43.62,0,2.05,0.74,11.88,1.08,0,0.67,0.86,1.45,0,0.93,0.68,2.59,42.87,0.76,0,11.8,483.99,1.82,0,5.78,0,20.02,0,0,1.46,0,8.04,81.64,0,0,12.73,0,0.62
 36-46,0,0,0,0,52.83,0,0,38.15,2.87,2.68,2.03,21,2.22,0,0.63,1.24,4.5,0,1.09,5.24,0,38.79,0,2.14,12.97,283.34,0.82,0,0.57,0,32.29,2.27,0,2.92,0,0,55.35,0,0,2.95,0,0
 48-58,0,0,0.42,0,12.51,0.77,0,35.55,0,2.85,2.59,37.69,2.51,0.37,0,2.71,0.39,2.03,2.41,0,0.51,43.22,1.94,1.74,7.84,102.62,0,1.42,6.42,0,11.35,0,0,0.92,0.94,0,27.8,0,0,2.18,0,3.74
 60-70,0,0,0,0,23.82,5.78,0,38.53,0.76,1.64,6.35,32.67,0,0,3.24,0.57,2.82,0.62,0.63,3.59,0,55.35,1.27,3.09,6.86,49.12,1.31,0,1.21,0,15.37,0,0,2.79,2.31,0,10.12,0,6.8,1.51,0.89,0
 72-82,0,0,0.49,0,12.69,3.96,0,22.04,0,2.21,2.42,33.1,3.87,0,0.9,6.1,1.13,0,0.92,4.33,0,102.55,2.59,5.41,9.17,37.81,0,1.11,4.85,0,9.67,0,0,0.65,0,0,14.64,0,1.55,10.63,1.55,8.56
 84-94,0,0,0.66,0,19.68,5.06,0,30.26,3.01,1.5,7.39,20.4,2.33,1.3,0.88,3.78,2.2,1.49,1.35,0.68,0,86,6.76,2.17,7.03,47.35,1.76,0.56,5.31,0,27.88,0,0,0.8,0.83,0,4.01,0.81,2.2,7.58,2.84,1.2
 96-106,0,0,1.1,0,20.77,4.77,0,21.6,0,1.65,1.05,17.22,6.27,0,0,7.33,7.32,0.57,1.77,2.55,1.3,50.95,9.27,2.17,4.58,49.06,0.62,3.44,7.65,0,23.98,0,0,0.58,0,0,0,0,0,12.75,7.11,1.33
108-118,0,0,0,0,34.95,11.23,6.4,39.24,0.88,5.76,9.95,52.18,9.12,0,0.88,15.26,6.04,0,1.59,4.85,0,121.09,2.56,7.91,19.37,79.14,2.61,6.6,4.51,0,19.59,0.42,0,1.86,1.8,0,1.11,5.27,0,18.65,5.03,0
120,0,0,0,0,60.28,47.24,0,78.65,1.76,15.5,11.96,63.8,13.29,0,0,9.99,5.2,0,1.6,0,0,195.54,10.41,2.18,6.54,141.79,8.51,4.64,4.98,0,41.35,0,0,3.67,0,0,1.98,0,0,44.51,0,0
