stage,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,glial,immune,ionocyte,lateral.line,liver,melanocytes,mesenchyme,muscle,neural,periderm,spinal.cord,vasculature
 24-34,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0
 36-46,0,0,0,0,0,1.2,0,0,0,0,0,0,0,7.53,0,1.31,0
 48-58,0.47,0,0,3.7,0,5.9,0.61,0,0,0,0,0.8,0,14.39,0,1.68,0.75
 60-70,0,0,0,3.52,0,1.43,9.74,0,0,0,0,2.36,0,11.58,0,0,0
 72-82,0,0,1.16,2.51,0,0,57.47,0,1.02,0,0,0,0,10.24,0,0,0
 84-94,0,0,0,10.14,0,0,50.8,0,0,0,2.36,0,0,17.44,2.46,0,4.54
 96-106,4.24,0,0,0,1.4,0,181.76,0,0,0,0,5.04,1.7,9.92,0,0,3.8
108-118,0.81,2.73,0,7.4,0,1.43,141.68,0,0,0,0,0,0,13.75,0,0,1.92
120,0,0,0,2.58,0,0,194.92,1.28,0,1.34,0,0,0,0,0,0,0
