stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,180.83,4021.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.04,0,0,0,0,0,0,0,0,0,0
  5-6,450.58,5260.1,0,23.9,0,0,0,0,0,0,0,0,0,50.86,0,0,0,0,0,0,0,0,0,0,0,219.38,24.63,0,0,64.9,0,60.67,0,0,0,0,0,0,0,0,0,0
  7-9,83.71,147.38,0,170.93,0,0,0,353.77,0,0,0,0,0,116.95,0,0,0,0,0,0,0,0,0,0,0,3618.68,81.1,0,0,1175.74,0,7.64,31.83,0,0,0,0,0,0,0,0,0
 10-12,0,62.62,0,103.45,0,21.39,0,291.5,0,0,0,0,0,38.23,0,0,0,0,0,0,0,0,0,0,0,2325.48,37.45,0,0,990.46,0,3.07,0,0,197.13,5.96,9.79,0,0,0,0,0
 14-21,0,0.9,0,0.87,98.23,38.6,0,31.89,0,0,0,10.38,1.84,0,0,0,0.95,0,0,0,0,35.23,0,0,35.13,566.03,7.84,3.3,4.18,20.07,0,47.46,2.89,88.63,0.87,69.94,189.75,0,0,1.64,0,0
 24-34,0,0.83,0,4.02,24.72,5.38,0,98.49,0,0.59,0,15.5,2.29,0,3.77,0.67,2.43,0,0.69,1.33,0,66.96,1.26,1.63,28.18,1004.62,5.14,4.44,8.25,0,0,44.39,0,0,2.86,4.19,211.07,0,0,12.84,0,0.7
 36-46,0,0,0,0,13.1,2.86,0,213.09,0,0,4.48,12.63,1.98,0,1.65,7.97,0,0.62,1.17,1.14,0,93.43,0,4.05,25.14,788.91,2.18,5.54,3.07,0,0,53.22,0.78,0,3.86,0.69,183.85,0,0,17.63,0,0.67
 48-58,0.39,0,0.44,1.75,14.94,0,0,275.82,1.65,9.98,4.84,37.61,3.92,0,0.42,2.09,0.46,1.67,2.22,3.55,1.1,86.2,2.2,5.49,20.37,520.46,7.56,2.64,10.19,0,0,26.75,0,0,0.38,0,110.4,0,0.61,11.99,0,3.04
 60-70,0,0,0,0,22.3,0,0,237.93,0,12.64,2.37,43.63,0,0,3.74,0.61,1.23,4.76,0,0,0,110.8,2.22,1.92,14.18,291.84,0,1.86,3.76,0,0,15.2,0,0,0,0,28.36,1.72,0.67,8.73,1.06,0
 72-82,0,0,1.47,0,12.14,6.75,0,127.66,0,2.82,2.92,31.93,0,0,0.55,3.46,1.92,4.18,0,0,0,65.23,3.59,5.82,4.86,298.3,2.91,5.55,0,0,0,9.13,0,0,0,0,26.29,0.56,1.95,26.03,0,9.51
 84-94,0,0,2.22,0,18.45,9.04,0.78,129.43,0,0.56,5.56,30.27,5.13,0,10.31,6.63,2.12,0,3.4,0.57,4.83,73.73,9.14,0.66,18.32,181.1,1.12,6.78,4.04,0,0,56.69,0,0,1.3,0,31.22,4.99,5.48,15.34,2.22,0
 96-106,0,0,1.81,0,26.68,7.52,1.46,66.62,0,0.9,0,29.01,4.48,0,0.62,3.99,1.22,2.6,2.49,0.87,0,106.53,0,4.14,7.2,132.53,0.71,1.98,5.75,0,1.67,34.64,3.39,0,1.04,0,13.41,2.71,0,9.77,3.53,3.83
108-118,0,0,1.64,0.74,25.11,16.12,0.43,120.13,0,6.6,4.27,35.55,2.46,0,0,7.47,3.99,5.39,0.42,0.43,1.3,76.7,2.5,5.68,13.14,205.71,1.98,1.45,2.5,0,2.89,31.26,0,0,1.91,0,14.73,3.09,1.3,13.14,2.08,2.96
120,0,0,0,0,41.15,0,0,90.18,0,4.33,0,66.39,10.33,0,0,3.88,4.6,12.97,4.94,0,0,88,0,0,8.3,281.52,2.06,2.64,0,0,2.76,19.02,0,0,0,0,16.42,2.25,0,20.02,2.31,0
