stage,blastomeres,eye,fin_mesenchyme,gut,immune,mesenchyme,muscle,neural,paraxial_mesoderm,spinal_cord
  5-6,13.8,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,4.09,0,0
 10-12,0,3.21,0,0,0,0,0,0,4.64,0
 24-34,0,0,0,0,0,0,0,0.68,0,0
 36-46,0,0.85,0,0,0,1.72,0,0,0,0
 48-58,0,0,0,0,0,0,0.43,0.56,0,0.65
 72-82,0,0,0.6,0,0,0,0,0,0,0
 96-106,0,1.2,0,0,0,0.67,0,0,0,0
108-118,0,0.55,0,0.96,0.74,0.41,0,0,0,0
