stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,258.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.64,0,0,0,0,0,0,0,0,0,0,0
  5-6,116.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.86,0,0,0,44.62,0,0,6.2,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,12.63,0,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.99,5.46,0,0,54.35,0,0,4.37,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,18.53,14.28,0,15.47,0,0,0,5.67,0.82,0,0,0,1.34,0,0,0,0,8.29,0,0,3.35,56.87,3.11,48.46,1.47,1.75,0,1,0,9.81,2.68,0,4.8,32.8,0,0,1.12,0,0
 24-34,0,0.6,0,10.21,5.68,0,19.59,0,3.89,4.41,7.83,0,0,0,0.6,1.78,0,0,0,0,13.86,0,0,2.15,76.3,0,735.94,0.69,0,0,1.44,0,0,0,0,2.23,48.11,0,0,0.69,0,0
 36-46,0,0,0,3.83,6.63,0,23.81,0,0,0,11.59,1.32,0,0,0,0.57,0.94,0,0,0,22.89,0,0,7.79,96.93,3.22,1229.61,1.08,0,0,11.82,0,0,1.63,0,0,65.08,0,0,0,0,0
 48-58,0,0,0,0.48,22.33,0,36.4,0,1.1,1.13,16.27,0,12.14,2,0,0,7.31,0.47,0,0,20.15,0,0.4,4.52,131.34,0.43,696.24,0.6,4.77,0,7.89,0,0,0,0,0,70.35,0,0,0.93,0,1.05
 60-70,0,0.65,0,1.59,34.17,0,82.56,1.01,0,0.84,27.64,1.02,5.9,0,0,10.74,0,0,0,0,11.91,0.73,3.16,0.83,759.65,0,763.15,2.34,0,0,8.06,0,0,0,0,0,82.34,1.22,0,5.28,2.76,0
 72-82,0,2.46,0,14.38,140.34,0,317.8,0,0,2.56,46.02,4.96,0,0,6.2,0,5.59,0,4.25,0,68.13,0,9.44,2.12,1411.17,0,1002.96,2.35,0,1.53,9.72,0,0,0,0,0,155.71,1.47,0.66,3.99,2.18,2.36
 84-94,0,0,0,16.72,170.55,0,212.39,0,2.64,8.35,27.5,1.67,0,0,1.58,1.9,8.79,1.56,0,0,55.36,0,7.25,5.58,910.16,0,856.67,2.45,0,6.05,12.3,0,0,0,0,0,133.52,0,0.64,0.75,8.39,0
 96-106,0,2.77,0,33.73,105.6,0,301.14,0,2.89,1.54,54.79,4.09,0,0,8.36,3.78,2.16,3.03,26.15,0,57.78,0,2.17,4.65,1089.45,0.77,1246.92,3.25,0,5.96,11.53,0,0,0,0,0,95.47,5.09,0,4.38,5.59,7.56
108-118,0,2.26,0.49,22.17,79.77,1.07,117.82,0.46,2.35,1.26,42.98,7.01,0,0,5.48,5.76,16.36,1.22,2.74,0.78,68.98,0,12.29,8.47,1741.8,0,1018.37,0.63,0,0,14.1,0,0,1.69,0.56,0,51.25,5.72,0.67,2.27,1.14,5.4
120,0,0,0,19.08,81.61,0,205.94,2.36,1.75,0,36.42,4.42,5.2,0,0,4.41,38,0,19.54,0,75,0,4.71,4.77,1622.47,0,854.38,5.22,0,0,1.24,0,0,7.18,0,0,94.76,0,0,6.16,37.85,0
