stage,fast.muscle,glial,mesenchyme,muscle,neural,olfactory,periderm,slow.muscle,somites
 14-21,0,0,0,0,1,0,0,0,0
 24-34,0,0,0,2.48,2.78,0,0,1.28,0.63
 36-46,0,0,0,2.9,0,1.41,0,0,0
 48-58,1.61,0,0,0,0,0,0,0,0
 60-70,7.39,0,0,0.67,1.78,0,0,2.26,0
 72-82,1.85,0,0,0,0,0,0,0,0
 84-94,0,0,0,0,0,0,2.21,0.62,0
 96-106,0,1.86,0.91,0,0,0,0,0,0
108-118,2,0,0,0,1.95,0,0,0,0
120,18.62,0,0,0,0,0,0,0,0
