stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,1491.77,35183.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1393.8,0,0,0,0,0,0,0,0,0,0,0
  5-6,2849.79,35745.31,75.26,0,0,0,0,0,0,0,0,0,91.32,0,0,0,0,0,0,0,0,0,0,0,974.15,167.55,0,0,345.33,0,567.73,0,0,0,0,0,0,0,0,0,0,0
  7-9,449.15,1070.89,1356.66,0,37.79,0,3779.27,0,0,0,0,0,879.5,0,0,0,0,0,0,0,0,0,0,0,31596.45,625.82,0,0,10540.05,0,47.48,88.18,0,13.28,0,0,0,0,0,0,0,0
 10-12,0,667.53,1039.9,0,181.79,0,2064.85,0,0,0,0,0,110.48,0,0,0,0,0,5.32,0,0,0,0,3.87,20189.59,277.3,0,0,6042.33,0,47.52,47.72,10.74,743.35,0,14.68,41.83,0,0,0,0,0
 14-21,0,6.35,74.36,579.25,231.32,0,548.78,0,0,0,173.72,47.67,4.3,4.63,1.04,25.3,0,3.55,0.93,0.86,368,0,0,347.54,6551.38,123.3,65.74,83.43,274.93,0,189.67,0,471.56,24.72,3.04,466.45,2190.61,0,0,11.48,0,0
 24-34,0,0,16.41,142.28,80.4,0,1502.7,0,3.18,9.18,151.83,3.34,0,15.29,7.19,22.15,3.84,19.35,6.93,0,667.72,2.17,4.43,245.61,7774.04,12.49,43.83,70.63,0,0,183.67,0,1.1,5.87,1.93,40.54,1537.62,0,0,91.51,0,7.1
 36-46,0,0,1.99,77.13,22.31,0,2341.51,0,11.88,1.83,139.43,5.89,0,4.27,18.7,2.29,2.12,8.32,4.36,0.67,524.24,1.84,18.01,161.95,4754.95,5.79,29.82,23.72,0,0,62.76,0.78,2.9,4.08,0,0.6,916.08,0,0,42.41,0,4.56
 48-58,0,0,2.12,94.44,9.53,0,2162.28,1.02,3.52,8.5,217.77,10.62,0,4.22,8.02,7.05,7.08,5.71,9.06,1.28,490.15,3.48,27.52,107.17,2327.3,10.73,12.01,13.36,0,0.39,32.25,0,2.72,1.17,0,0,350.31,0,1.42,37.89,0,15.01
 60-70,0,0,0,74.07,4.43,0,1324.7,0.61,5.66,7.52,191.14,14.52,0,3.65,9.45,1.19,0,11.99,5.04,0,287.78,0,24.44,52.65,1336.27,0.87,8.64,7.86,0,0.94,23.43,0,0,2.83,0,0,104.99,0.84,3.04,30.83,3.61,25.84
 72-82,0,0,0.56,68.12,11.89,0,594.47,0,2.19,13.6,138,16.85,0,5.18,10.63,7.54,0.93,6.35,0.62,1.18,286.2,2.78,11.13,61.92,842.15,2.23,9.06,14.09,0,1.12,26.51,0,0,9.56,0,0,56.74,4.46,0.5,47.61,0.67,21.2
 84-94,0,0,1.61,86.03,16.55,1.31,447.15,0,0.55,5.15,125.18,24.94,0,0,22.32,9.95,6.91,13.91,1.7,0,295.91,6.09,35.13,76.85,819.48,4.17,9.39,23.82,0,1.34,48.02,0,0,4.53,0,0,54.56,6.91,3,38.35,1.73,0
 96-106,0,0,0,60.85,19.03,2.23,331.68,1.45,0.63,3.79,120.66,7.49,0,4.94,19.6,4.56,0.91,9.84,5.42,0.79,188.94,1.37,10.71,33.36,558.73,1.94,10.47,7.57,0,1.94,44.9,0,0,2.08,1.17,0,20.39,0.73,2.68,35.82,1.16,0
108-118,0,0,0,65.76,12.49,4.02,350.34,0.42,6.37,9.42,131.32,18.96,0,5.75,26.35,5.54,5.52,4.87,8.63,1.97,188.82,2.07,9.12,48.3,815.99,7.49,10.62,23.16,0,5.13,38.79,0,0,0.94,0,0,22.76,0.84,1,50.32,1.97,5.21
120,0,0,0,57.8,27.76,0,421.75,0,1.42,2.86,192.41,9.1,0,11.9,42.37,5,8.53,7.13,6.35,0,166.42,0,0,31.98,765.99,15.74,2.89,12.97,0,6.17,15.35,0,0,3.93,0,0,23.26,5.98,1.54,33.94,0,0
