stage,blastomeres,epidermis,immune,mesenchyme,neural,otic,paraxial.mesoderm,spinal.cord
  5-6,6.19,0,0,0,0,0,0,0
  7-9,0,0,0,0,5.62,0,8.17,0
 10-12,0,0,0,0,16.12,0,4.1,0
 14-21,0,0.81,0,0,0.82,0,0,1.43
 24-34,0,0,0,1.22,3.97,0.61,0,0
 36-46,0,0,0,0,0.83,0,0,0
 48-58,0,0,6.38,0,0,0,0,0
 72-82,0,0,1.47,0,0,0,0,0
 84-94,0,0,1.25,0,0,0,0,0
 96-106,0,0,1.51,0,0,0,0,0
108-118,0,0,1.13,0,0,0,0,0
120,0,0,1.28,0,0,3.46,0,0
