stage,epidermis,immune,muscle,neural,vasculature
 14-21,0.93,0,0,4.31,0
 24-34,0,1.64,0.76,0,0
 36-46,0,3.99,0,0,1.85
 48-58,0,0.42,0,0,0.92
 60-70,0,13.1,0,1.35,3.1
 72-82,0,4.72,0,0,0
 84-94,0,8.72,0,0,0
 96-106,0,66.31,0,0,0
108-118,0,6.48,1.98,0,0
120,0,30.18,0,0,0
