stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,1.32,12.87,112.95,59.29,0,201.16,0,1.16,0,14.89,4.62,2.29,0,0,3.05,0,1.12,0,3.01,79.38,0,0,83.77,1534.97,10.53,6.75,10.49,30.65,0,10.92,0.91,148.7,4.99,7.33,330.89,392.49,0,0,2.7,0,5.54
 24-34,0,0.67,5.65,58.21,6.21,0,225.62,9.67,0.71,0.67,30.59,4.3,0,0.62,3.34,4.04,1.79,4.86,1.4,8.13,168.22,0,4.34,37.19,1759.9,3.07,9.11,9.81,1,0,18.77,0,2.33,2.92,7.52,49.59,333.2,0,0,16.49,0,6.75
 36-46,0,0,0,48.23,0,0,175.29,0,0,2.48,48.64,2.39,0,0,1.48,13.46,2.35,5.09,3.78,4.17,117.63,0,12.16,37.42,1390.63,0,8.92,17.75,0,1.69,18.35,0.65,0,4.69,0,2.01,198.18,0,0,5.4,0,4.02
 48-58,0,0,1.16,47.23,0.57,0,535.35,4.73,5.05,8.07,140.88,4.96,0,2.03,2.71,6.29,7.28,4.72,11.17,4.56,196.7,3.76,16.22,54.9,1590.58,15.29,5.94,17.36,0,1.58,30.33,0,0,2.11,0,0,229.75,0,1.28,24.6,0,13.81
 60-70,0.81,0,0,35.6,0,0,366.42,1.1,12.7,11.79,108.98,9.09,0,0.7,11.96,0.58,10,3.01,7.76,4.97,166.65,0,6.25,27.19,866.45,5.04,7.65,2.31,0,5.04,24.55,0,0,7.12,0,0,69.86,0,1.7,9.7,2.91,2.61
 72-82,0,0.69,0,25.36,10.8,0,391.98,0,3.7,4.12,66.35,9.18,0,1.41,13.95,4.7,3.82,0.6,6.19,1.69,244.19,1.44,4.99,30.06,684.34,1.09,5.09,17.73,0,0.84,13.79,0,0,4.99,0,0,35.97,1.61,2.06,23.54,4.96,6.24
 84-94,0.62,0,0,39.73,6.7,1.82,304.78,8.35,3.24,2.22,64.85,9.3,0.66,1.66,27.71,14.25,5.87,10.02,4.06,2.85,215.44,1.42,7.01,41.95,510.55,1.33,9,10.57,0,2.87,48.7,0,0,0.7,0.69,0,33.47,2.68,4.4,12.3,4.38,15.09
 96-106,0,3.31,0,40.36,17.57,2.45,139.6,4.47,4.97,5.91,78.97,8.69,0,4.76,24.28,10.5,12.12,4.85,1.82,0.57,247.71,9.92,10.62,40.99,313.2,0.62,3.38,14.58,0,1.51,49.84,0,0,4.35,0,0,19.54,0.61,1.78,27.15,0.79,6.61
108-118,0,0,0.45,76.02,4.7,10.34,191.03,4.73,12.23,5.34,90.03,9.98,0,3.14,38.49,11.26,18.76,4.67,7.33,10.78,224.4,3.33,5.38,56.71,465.44,5.04,5.84,27.36,8.11,4.85,45.77,0,0,3.94,0,0,2.58,1.98,2.67,34.15,0.57,16.36
120,2.82,0,0,95.24,16.05,2.42,164.62,8.91,17.04,10.9,76.09,11.44,10.41,0,71.6,23.09,4.77,3.58,0,9.24,199.38,0,18.81,59.03,587.57,17.3,34,35.45,0,4.22,32.68,0,0,5.04,1.32,0,21.91,3.78,0,35.77,0,9.68
