stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,10.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,31.05,20.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.19,0,0,0,9.28,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,19.24,5.88,0,45.97,0,0,0,59.41,0,0,0,0,0,789.26,0,0,0,0,0,0,0,0,0,0,0,110.84,42.12,0,0,18.97,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.63,0,6.19,0,0,0,87.6,0,0,0,0,0,65.33,0,0,0,0,0,0,0,0,0,0,0,634.52,76.45,0,0,78.37,0,0,0,11.92,0,0,3.51,0,0,0,0,0
 14-21,0,0,0,1.03,41.62,0.83,0,9.3,0,0,0,33.24,0,0,0,0,0,0.96,0,0,0,52.31,0,0,112.6,686.95,1474.63,0,0.83,1.99,0,1.62,1.1,2.04,41.36,239.58,226.27,0,0,0,0,0
 24-34,0.88,0,1.29,0,19.85,0,0,29.91,6.68,2.04,0.97,81.46,0,4.01,0,0,1.47,5.11,1.13,2.34,1.86,178.86,0.71,0.69,137.36,2418.99,491.94,27.3,3.33,0,0,19.67,0,2.81,1.91,95.22,812.49,0,0,11.35,0,0.77
 36-46,0,0,0.85,0,19.95,0.67,0,36.26,12.59,0,1.63,87.01,0,0,2.07,0,0,9.82,0.8,0,0,306.12,0,12.41,101.96,3133.45,376.02,36.93,4.64,0,0,13.28,0,0,0,4.86,1077.63,0,0,7.77,0,0
 48-58,2.6,0,0,0.43,21.15,0.43,0,170.06,5.84,7.57,2.75,123.43,0,0,0.52,1.53,0,16.59,1.72,0,4.36,456.6,0.59,30.92,67.54,3393.18,264.85,14.35,6.33,0,1.39,8.04,0,3.29,0,2.82,520.99,0,3.67,4.53,0,0
 60-70,0,0,0,0,8.13,1.04,0,656.83,0,8.13,1.25,149.24,3.44,0,0,6.54,0.58,3.66,2.54,0,2.09,593.08,0,37.1,32.15,4713.57,115.16,20.69,6,0,7.72,7.08,0,0,0,0,477.15,0,18.48,0,11.05,15.29
 72-82,0,0,3.57,0,21.53,5.77,0,599.39,2.27,8.62,6.04,87.53,5.95,0,3.11,6.45,3.46,3.32,10.22,0,3.31,599.29,0,10.79,10.37,2750.23,42.51,3.55,14.39,0,6.21,3.53,0,1.99,1.06,0,181.02,0.8,21.69,3.5,21.21,13.74
 84-94,0,0,3.47,0,25.91,14.17,0,435.34,0.67,8.49,1.2,108.81,6.11,0,1.02,3.21,2.81,4.62,8.08,0,0,522.65,0,39.75,19.44,1687.87,63.48,25.54,39.38,0,9.38,11.21,0,0,0,0,102.3,5.86,18.15,13.31,33.52,0
 96-106,0,0,3.36,0,44.57,4.51,0,416.29,0,1.95,8,61.68,4.49,0,5.35,7.02,1.37,0.58,7.53,7.43,0,314.41,0,12.14,6.15,1209.71,36.15,19.13,22.18,0,11.74,7.18,0,0.88,0,0,52.32,12.71,13.18,3.75,28.1,3.56
108-118,0,0,0.95,0,28.75,3.89,7.3,316.92,0.89,9.14,8.1,72.76,8.01,0,0,6.67,5.66,13.48,3.35,1.51,5.92,198.55,0,6.72,6.5,1415.77,19.68,17.61,16.62,0,32.3,10.9,0,0,2.44,0,42.43,4.55,5.94,23.47,29.05,0
120,0,0,0,0,49.94,1.69,1.91,290.24,0,24.29,0,148.51,6.92,0,0,9.82,2.78,2.63,14.21,19.38,0,240.84,0,18.64,6.53,2401.69,63.7,10.61,21.21,0,47.99,10.45,0,0,2.95,0,88.14,3.27,5.61,8.33,80.61,0
