stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,108.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.27,0,0,0,0,0,0,0,0,0,0,0
  5-6,16.13,75.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.68,0,0,0,11.07,0,12.31,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,7.64,0,0,0,4.58,0,0,0,0,0,3.46,0,0,0,0,0,0,0,0,0,0,0,30.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,6.21,0,0,0,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.06,0,0,0,37.94,0,0,0,0,8.87,0,0,4.33,0,0,0,0,0
 14-21,0,0,6,107.9,26.1,0,16.95,0,0.82,0,3.41,1.09,0,0,0,0,0,0,0,0.94,50.07,0,0,90.81,373.28,4.79,0,13.22,10.22,0,10.66,0,100.84,7.31,157.6,649.87,80.69,0,0,13.47,0,0
 24-34,0,0,2.02,19.43,18.38,0,4.52,9.75,2.92,1.44,4.14,0,0,0.67,0,0.79,9.12,0,0,0,24.51,0,0,19.57,76.33,71.4,0,0.98,0,0,2.05,0,0,6.69,14.4,33.62,29.58,0,0,20.4,0,5.73
 36-46,0,0,0,63.29,87.95,0,31,6.07,2.14,0,23.82,0,0,36.27,0,0.93,0.88,0,0,10.48,29.36,0.63,0,10.92,102.33,13.66,0.7,3.94,0,0,20.73,0,0,9.77,5.41,1.78,37.56,0,0,10.34,0,0
 48-58,0,0,0,15.91,31.58,0,38.16,11.66,1.92,1.11,12.21,0,0,4.42,1.34,0.79,0,0,0,3.96,22.9,0,0,11.87,82.44,1.21,0,0.82,0,0,0,0,0,5.48,1,0,27.64,0,0,1.27,0,5.5
 60-70,0,0,0,23.75,608.13,0,206.92,6.56,15.35,2.33,91.56,0,9.59,4.67,0.58,5.03,0,4.87,0,2.65,71.9,0,13.51,12.18,181.49,24.88,3.94,22.54,0,0.66,10.6,0,0,3.18,0,0,50.42,0,0.8,8.24,0,3.16
 72-82,0,0,0,33.95,23,0,347.57,1.4,6.64,4.63,174.16,1.95,0,0,2.22,1.94,0,0,9.89,1.32,87.72,0,3.18,17.57,166.66,0.71,0,12.59,0,51.19,1.21,0,0,0,4.5,0,11.4,2.23,3.83,9.94,2.49,0
 84-94,0,0,0,15.51,123.74,0,357.26,4.91,11.38,0,262.01,1.55,0,0,2.75,1.06,0,5.9,4.33,6.95,74.13,0.62,0.78,22.39,618.87,5.44,2.43,128.91,0,2.26,7.02,0,0,13.54,2.24,0,12.3,9.56,1.27,15.84,5.96,0
 96-106,0,0,0,71.59,63.57,0.7,340.43,1.73,22,10.54,409.22,7.86,0,2.25,4.81,5.25,0,0,111.61,1.37,129.38,0,0.67,13.73,213.1,13.14,12.32,202.27,0,5.12,4.43,0,0,6.38,0,0,14.67,0.61,8.48,15.54,21.97,0.63
108-118,6.97,0,0.68,153.72,126.11,8.43,1452.37,6.66,62.19,8.2,1220.07,29.33,0,5.82,13.09,101.07,0.82,13.97,36.49,82.46,711.26,0,21.68,142.64,3427.65,51.44,2.34,492.38,0,13.92,17.5,0,0,117.85,1.1,0,47.5,99.26,11.29,28.04,21.47,9.58
120,2.37,0,0,65.89,39.91,18.13,830.07,0,52.18,13.32,841.98,0,0,0,15.91,4.45,0,20.88,17.22,4.63,169.44,1.05,32.18,17.7,677.7,62.7,6.18,250.6,0,0,0,2.5,0,15.56,0,0,38.11,0,5.27,20.58,15.36,0
