stage,epidermis,exocrine_pancreas,eye,fin_epithelia,ionocyte,liver,mesenchyme,mural_cell,neural,periderm,spinal_cord
 14-21,0,0,0,0,0,0,0,0,1.64,1.67,0
 24-34,0,0,0,0,0,0,0,0,0.67,2.68,2.46
 36-46,0,0,0,0,0,0,0,0,0,3.88,0
 48-58,0,0,0,0,0,0,0.69,0,0.96,0.44,0.78
 60-70,0,0,0,0,0,0,0,0,0,5.28,0
 72-82,0,0,0,0,0,0,0,0,0,4.22,0
 84-94,1.5,0,0,0,0,0,0,0,0,10.75,0
 96-106,5.2,0,0,0.59,0.68,0,0,0,0,20.24,0
108-118,8.81,0.6,0,1.93,0,0.88,0,0,0,17.67,0
120,11.59,1.03,2.55,0,0,0,0,2.21,0,6.45,0
