stage,epidermis,eye,immune,ionocyte,iridophores,liver,mesenchyme,neural,notochord,periderm,vasculature,visceral.smooth.muscle
 24-34,0,0,5.26,0,0,0,0,0,0,0,0,0
 36-46,0,0,3.7,0,0,0,0,0,0,0,0,0
 48-58,0,0,13.7,0,0,0,0,0,0,0,0,0
 60-70,0.56,0,35.53,0,0,0,0,0,0,0,0,0
 72-82,0,0,39.71,0,0,0,0,1.71,0,0,0,0.62
 84-94,0.56,0,43.69,0,0,1.81,0,0,0,1.27,0,0
 96-106,2.51,14.73,67.27,0,0.75,4.87,1.8,4.96,0,8.51,0.59,2.3
108-118,2.79,3.11,44.95,2.2,0,2.16,0.43,1.28,0,3.58,0.47,0
120,0,0,59.43,0,0,0,3.11,0,3.25,3.12,0,0
