stage,eye,hatching.gland,ionocyte,neural,olfactory
  7-9,0,10.2,0,4.43,0
 10-12,0,13.68,0,4.43,0
 36-46,0,0,0,0,0.84
 48-58,0,0,0,0,4.45
 60-70,0,0,0,0,1.46
 84-94,0,0,0.57,2.8,54.3
 96-106,1.65,0,0,0,4.32
108-118,0,0,0,0,21.8
