stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,40.52,943.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.49,0,0,0,0,0,0,0,0,0,0,0
  5-6,45.83,1309.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.88,0,0,0,20.96,0,20.68,0,0,0,0,0,0,0,0,0,0,0
  7-9,38.24,26.72,0,75.45,0,0,0,61.48,0,0,0,0,24.04,0,0,0,0,0,0,0,0,0,0,0,1076.12,31.75,0,0,269.88,0,3.78,14.81,0,0,0,0,0,0,0,0,0,0
 10-12,0,33.08,0,47.3,0,0,0,96.03,0,0,0,0,8.56,0,0,0,0,0,0,0,0,0,0,0,761.11,50.46,0,0,228.21,0,4.05,0,0,39.49,0,0,0,0,0,0,0,0
 14-21,0,0,0,3.18,10.71,2.96,0,7.33,0.82,0,4.5,0,0.85,0,0,0,0,0,0,0,10.71,0,0,4.33,147.98,0.98,0,0.93,2.52,0,2.28,0,9.88,2.76,3.48,13.73,48.78,0,0,0,0,0
 24-34,0,0,0,0,1.63,0.81,0,17.52,2.87,0,7.1,0,0,0,0,0.69,0,0,0.65,0,17.13,0,0.91,11.11,263.9,2.73,7.1,0.75,0,0,2.66,0,0.93,0,0,2.81,64.67,0,0,0,0,0
 36-46,0,0,0,0,1.23,0,0,53.25,0,0,20,0,4.4,0,0,0,1.36,2.31,0,0,14.1,0,0,12.41,367.48,0,2.22,0,0,0,4.98,0,0,0,0,0,91.81,0,0,0,0,0
 48-58,0,0,0.54,0,4.38,0,0,94.65,0,1.13,16.52,0,0,0.45,0,0,0,0.44,0,2.54,12.82,0,0,3.42,266.55,1.2,1.86,1.1,0,0,4.03,0,0,1.16,0,0,52.66,0,0,3.85,0,0
 60-70,0,0,0.65,0,4.54,1.23,0,135.32,0,0,16.63,0.62,0.63,0.59,0,0,6.5,0,0,0,13.99,1.14,0.64,0.71,153.22,0.65,2.33,0.77,0,0,3.43,0,0,0,0,0,49.47,0,0,0,0,0
 72-82,0,0,0.68,0,1.85,1.45,0,103,2.2,0,19.56,0.51,0,1.91,1.06,0,0,0.74,0,0,19.17,0,0,0.56,105.15,0.66,1.21,0,0,0,1.49,0,0,0,0,0,15.87,0.8,0,2.16,0,0
 84-94,0,0,0,0,3.37,0.69,0,81.38,0.58,0,21.74,0.92,0,0,0,0.73,0,0,2.39,0,15.46,0,0,0.73,76.03,0.6,1.66,1.53,0,0.83,3.92,0,0,0.81,0,0,21.99,0,0,12.45,0,19.97
 96-106,0,0,0,0,4.69,0,0,72.05,0,0,11.41,0.97,0,0,2.36,0,0,0,0,1.03,31.83,0.77,1.82,3.32,72.94,0,0,1.39,0,0,9.53,0,0,0,0,0,7.16,0,0.87,1.59,0,1.13
108-118,0,0,0,0,1.84,0,0.43,57.49,0.43,0,11.26,3.64,0,0,4.5,1.27,1.79,0.56,0,0.55,21.58,0.53,1.85,0.55,79.14,0,7.27,2.41,0,1.52,5.02,0,0,0.45,0,0,0,3.43,0,2.02,0,0
120,0,0,0,0,9.43,0,0,18.61,5.69,0,27.7,0,0,0,6.03,0,0,0,0,0,43.92,0,0,4.01,193.55,5.09,1.62,0,0,14.47,13.46,0,0,0,0,0,0,0,0,3.6,7.07,0
