stage,eye,glial,neural,slow.muscle,somites,vascular.smooth.muscle
 14-21,0,0,0,2.72,1.91,0
 60-70,0,4.12,0.85,0,0,0
 72-82,6.39,11.22,0,0,0,0
 84-94,0.75,2.67,0,0,0,0
 96-106,0.71,13.67,0,0,0,0
108-118,0,11.48,0,0,0,1.51
120,0,0,3.14,0,0,0
