stage,epidermis,eye,immune,muscle,neural,periderm,presomitic_mesoderm
  7-9,0,8.3,0,0,8.16,0,0
 14-21,0,0,0,0,0,0,0.91
 24-34,1.49,0,0,0,0.74,0,0
 36-46,0,0,0,0,0.64,0,0
 48-58,0,0,0,1.23,4.19,0,0
 60-70,0,6.86,0,0,0,0,0
 72-82,0,7.38,1.75,0,0,0,0
 96-106,0,3.6,0,0,0,0.61,0
108-118,0,0,0,0,1.54,0,0
120,4.24,0,0,0,0,0,0
