stage,eye,neural,otic,spinal_cord
 24-34,0,0,0.64,0
 36-46,0,0,0.89,0
 60-70,0.96,2.78,0,1.18
 72-82,0,3.05,0,0
 84-94,0,2.88,0,0
 96-106,0,4.58,0,0
108-118,0,9.84,0,0
120,0,17.57,0,2.03
