stage,endoderm,eye,fast_muscle,glial,mesenchyme,mural_cell,muscle,neural,somites,spinal_cord,vasculature
 14-21,3.86,0,0,0,0,0,0,1.97,0.9,1.12,0
 24-34,0,0,0,0,0,0,0,5.95,0,0,0
 36-46,0,0,0,0,0,1.13,0.63,3.71,0,0,0
 48-58,0,0.6,1.6,0,0,0,0,9.79,0,0,0
 60-70,0,3.13,0,0,0,0,0,3.08,0,1.17,0
 72-82,0,0.73,0,0.73,4.21,0,0,7.8,0,0,0
 84-94,0,0,0,0,0,0,0,1.28,0,0,0
 96-106,0,3.72,0,0,0,0,0,7.61,0,0,0
108-118,0,1.38,0,0,0.76,0,0,0,0,0,0.63
120,0,0,0,0,16.47,0,0,12.11,0,0,0
