stage,blastomeres,eye,glial,iridophores,melanocytes,mesenchyme,neural,paraxial_mesoderm,periderm,xanthophores
  5-6,8.08,0,0,0,0,0,0,9.32,0,0
 14-21,0,0,0,0,0,0,1.43,0,0,0
 24-34,0,0,0,0,0,0,1.68,0,0.73,0
 36-46,0,0,0,0,0,0,0.7,0,0.78,0
 48-58,0,0,0,0,0.91,0.44,0,0,0,0
 60-70,0,0,0.76,0,0,0,3.48,0,0,20.55
 72-82,0,3.06,0.6,0.59,0,0,5.17,0,0,0
 84-94,0,0.8,0,0,5.31,0,0.57,0,0,0
 96-106,0,0,0,0,0,0,2.28,0,0,0
108-118,0,0,0,0,0,0,8.19,0,0,0
120,0,0,16.23,0,0,0,11.36,0,2.8,0
