stage,endocrine_pancreas,erythrocytes,fast_muscle,glial,heart,iridophores,lateral_line,mesenchyme,neural,periderm,spinal_cord,vasculature
 14-21,0,0,0,0,0,0,0,0,1.88,2.75,0,0
 24-34,0,0,0,0,0,0,0,0.9,3.16,2.7,0,0
 36-46,0,2.92,0,0,2.9,0,0,0,0,0.83,0,0
 48-58,0,0,0,0,7.03,0,0,0,1.26,0,0,0
 60-70,0,0,0,0,0,0,0,0,0,0,1.27,0
 72-82,0,0,0,0.49,0,0,0.64,0,0,0,0,0
 84-94,0,0,0.73,0,0,0,0,0,0,0.77,0,1.73
 96-106,0,0,0,0,0,0.66,0,0,0,0.76,0,0
108-118,1.18,0,0.91,0.58,4.41,0,0,0,1.55,0,0,0
