stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,384.55,9776.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750.1,0,0,0,0,0,0,0,0,0,0,0
  5-6,812.7,15944.29,182.09,0,0,0,0,0,0,0,0,0,86.16,0,0,0,0,0,0,0,0,0,0,0,1999.01,81.75,0,0,386.01,0,253.33,0,0,0,0,0,0,0,0,0,0,0
  7-9,109.37,445.45,3110.45,0,11.97,0,286.09,0,0,0,0,0,99.91,0,0,0,0,0,0,0,0,0,0,0,13783.81,235.47,0,0,5066.01,0,18.24,41.72,0,0,0,0,0,0,0,0,0,0
 10-12,0,119.8,951.42,0,125.4,0,113.08,0,0,0,0,0,9.93,0,0,0,0,0,0,0,0,0,0,0,4699.24,25.2,0,0,3581.7,0,3.1,0,12.36,352.49,0,35.27,0,0,0,0,0,0
 14-21,0,5.09,5.03,1364.84,3351.58,0,17.88,0,0,0,3.53,4.16,0.81,7.5,53.5,22.93,0,4.31,13.82,3.71,311.75,0,0,162.33,818.81,31.85,4.5,11.25,316.26,0,3.47,1.23,2193.02,1.19,4.74,1070.91,638.94,0,0,315.12,0,21.32
 24-34,0,0,1.02,61.36,575.7,0,16.79,1.65,0,41.54,2.72,0,0.9,5.44,49.12,2.19,0,23.85,4.31,107.11,1280.26,0.71,0,285.4,704.2,1.41,2.36,4.11,0,0,3.33,0,6.38,1.84,0.98,239.7,314.51,0,0,862.89,0,144.89
 36-46,0,0,0,11.72,65.97,0,22.48,1.88,0,98.86,2.82,0,0,1.73,6.17,0,0,26.83,0,354.73,940.83,0,0,145.85,332.69,0.66,1.35,0,0,0,5.61,0,2.87,0.59,0,1.51,82.7,0,0,331.92,0,351.18
 48-58,0.73,0,0,6.69,48.18,0,99.48,0.38,23.3,109.33,0,0.39,0,2.74,4.27,0,2.97,11.49,1.78,314.46,886.24,3.08,0.6,90,329.66,0,0.84,0.44,0,0,1.79,0,0,0,0,0,63.26,0,0,290.91,0,442.78
 60-70,0,0,0,11.52,8.26,0,161.64,1.84,15.69,190.57,9.98,1.41,0,4.41,20.75,0.82,6.72,9.85,0,134.58,803.75,0,4.03,42.42,391.9,0,0.83,0,0,2.66,0,0,0,0.59,5,0,32.35,0,0,176.37,0.64,364.07
 72-82,0,0,0,6.58,67.87,0,192.01,1.83,4.54,286.97,26.07,0.67,0,6.45,23.4,0,13.93,12.55,0,102.07,1193.13,0,4.74,69.44,219.7,0,2.15,0.5,0,0.87,3.62,0,0,2.57,0,0,41.27,0,2.93,390.65,3.71,441.77
 84-94,0,0,0,15.01,67.08,0,141.19,4.93,22.91,218.8,9.11,2.2,0,10.61,17.72,0.55,19.91,6.22,5.44,238.68,1006.5,1.01,27.23,61.14,139.06,0,1.73,1.2,3.85,1.66,7.78,0,0,0,0,0,36.51,0.9,4.04,377.78,12.57,791.06
 96-106,1.12,0,0,23,133.72,0,133.77,4.19,0.57,151.99,14.97,0,0,19.65,67.71,1.45,19.31,7.58,4.01,126.17,951.98,0,21.53,57.04,196.82,2.25,1.04,2.33,0,1.83,11.79,0,0,0,0,0,6.47,0,4.53,430.17,5.6,752.08
108-118,0,0,0,22.85,85.93,4.96,132.3,2.84,4.86,142.06,15.55,4.86,0,12.26,50.91,2.68,26.76,9.65,1.99,186.89,1088.74,1.91,6.51,47.04,259.3,0,1.09,0.43,0,0,12.07,0,0,0,0.46,0,2.82,0,1.78,383.24,8.67,1506.35
120,0,0,0,21.26,85.99,0,83.6,5.52,0,191.19,1.08,4.66,10.41,19.84,52.82,1.45,32.11,1.15,0,74.13,859.78,1.56,20.43,69.75,202.42,0,3.4,2.56,0,33.67,2.53,0,0,0,0,0,0,0,7.08,448.61,1.96,482.95
