stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,548.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,50.58,1087.69,0,0,0,0,0,0,0,0,0,0,19.06,0,0,0,0,0,0,0,0,0,0,0,27.61,15.57,0,0,26.6,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,49.81,64.89,0,51.02,0,5.98,187.11,0,0,0,0,0,50.44,0,0,0,0,0,0,0,0,0,0,0,1284.33,79.49,0,0,409.56,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,31.43,0,99.12,0,31.86,162.13,0,0,0,0,0,8.98,0,0,0,0,0,0,0,0,0,0,0,1425.33,44.63,0,0,573.46,0,0,9.31,58.65,0,0,0,0,0,0,0,0
 14-21,0,0,1.07,0.96,64.86,8.86,18.57,0,0,0,6.19,2.88,0,1.52,0,1.15,0,0,0,0,28.07,0,0,36.63,485.6,5.91,4.79,0,0.95,0,1.04,29.28,2.06,0,40.56,210.82,0,0,3.62,0,0
 24-34,0,0,0.8,0.7,21.41,0.8,100.77,0,0.62,9.91,44.78,2.26,0,10.06,1.95,0.63,0,4.73,0.65,0,109.1,0,0,34.78,3094.23,7.18,14.75,8.05,1,0,9.24,0,1.34,0,7.91,732.79,0,0,22.84,0,0.69
 36-46,0,0,0.98,0.63,9.81,2.92,203.44,0,0,8.29,98.96,0,0,3.75,2.69,0,0,3.25,0,6.51,144.33,0,4.83,33.14,4917.14,4.69,12.93,11.39,0,0,8.45,0,0,0,0,1340.32,0,1.04,27.87,0,0.67
 48-58,0,0,0,0.43,16.08,0,333.17,0.58,0,12.02,127.4,0.56,0,0.39,0,0.46,0,0.66,0,0,124.22,0,2.62,28.26,2606.64,2.67,6.37,3.86,0,0,3.7,0,0,0,0,858.51,0,0.89,9.64,0,3.19
 60-70,0,0,1.1,0,28,0,518.76,0,6.79,10.32,72.92,0,0,2.4,3.13,1.02,0,1.22,3.98,1.14,172.61,0,4.46,19.23,1758.66,1.8,4.39,4.84,0,0,1.16,0,0.64,0.65,0,423.11,0,6.15,4.48,0.81,2.33
 72-82,0,0,0,0,10.64,8.72,299,0,7.92,9.32,63.09,0.54,0,1.86,2.58,2.01,3.78,1.8,0,0.49,133.83,0,3.33,13.82,1227.06,0,1.27,17.03,0,1.67,1.34,0,0,0,0,121.48,0.5,6.14,15.76,3.12,1.11
 84-94,0,0,0.81,0,17.17,12.52,246.29,0,4.85,10.35,88.75,0,0.71,1.78,9.29,0.78,1.74,0,0,5.92,143.06,1.23,8.85,12.22,1042.26,1.02,3.6,7.14,0,11.71,20.37,0,1.81,0,0,129.93,3.35,8.8,13.83,0,0
 96-106,0,0,2.61,0,14.72,14.22,163.66,0,0.68,10.13,56.27,4.17,0,1.39,8.54,1.8,1.91,0.97,10.63,4.36,95.38,0,2.19,9.71,623.3,0,1.39,5.46,0,0,3.29,0,0,0,0,56.21,2.45,4.73,12.58,4.54,5.45
108-118,0,0,0.71,0,26.82,2.19,163.28,0,3.6,10.99,49.47,3.66,0,0.69,8.66,3.62,3.45,2.27,0,2.24,115.86,5.46,0.94,5.23,668.67,0.48,6.29,3.79,0,0,5.72,0,0.65,0,0,37.48,1.37,4.38,7.56,0.91,15.32
120,0,0,0,0,12.75,13.51,169.99,0,3.1,19.75,44.41,4.78,0,5.18,23.24,16.72,0,2.19,0,0,180.71,1.56,7.18,15.99,728.99,0,6.18,1.86,0,0,7.52,0,0,0,0,30.68,0,18.66,38.48,1.45,0
