stage,axial,glial,immune,mesenchyme,neural,paraxial_mesoderm,vasculature
  5-6,6.86,0,0,0,0,0,0
  7-9,0,0,0,0,0,6.56,0
 10-12,0,0,0,0,15.76,0,0
 36-46,0,0,0,0,0,0,1.14
 48-58,0,0,0,0,0.7,0,0
 60-70,0,0,1.11,0,1.25,0,0
 72-82,0,0,1.33,0,6.76,0,0.9
 84-94,0,0,0,0,1.18,0,0
 96-106,0,0,9.11,0,0,0,0
108-118,0,1.06,10.16,1.94,0,0,0
120,0,0,10.12,0,0,0,0
