stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,12.69,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.98,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.33,0,0,0,15.75,0,0,0,17.52,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,498.43,0,5.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.54,0,0,0,0,0,0,0.81,0,9.56,0,33.87,0,0,732.49,0,232.99
 24-34,0,1.67,0,0,14.42,1334.08,0,62.28,0,0,0,244.04,0,1.41,229.43,2.67,45.48,161.79,0.71,0,12,35.87,0,0.82,16.87,624.15,4.56,0,3.91,0,0,16.56,0,7.68,0,11.43,173.24,0,0,10983.08,0,454.52
 36-46,0,0,0,0,6.49,780.79,0,52.8,2.57,0,28.72,410.06,0,0,364.68,0,0,468.44,0,6.31,2.75,242.84,0,134.48,17.35,358.62,10.4,0.66,1.43,0,32.37,12.07,0,0,5.36,0,247.1,0,0,9187.12,0,184.97
 48-58,0,0,0,0.45,6.54,1344.9,0,119.11,5.92,0,8.77,587.27,0,0,593.58,1.28,0,542.98,0,1.04,10.78,457.05,1.17,467.66,52.53,428.78,0,0.93,5.18,0,132.43,6.76,0,1.65,2.64,0,265.47,0,0,4357.48,0,126.63
 60-70,0,0,0,0,3.79,1308.16,0,110.54,0,1.18,23.58,1664.52,55.94,0,243.56,1.12,0,1073.23,0,0,0,1032.55,4.53,462.86,7.47,378.59,4.75,2.48,24.21,0,115.93,24.19,0,8.3,0,0,114.45,0,4.75,2581.55,0,105.89
 72-82,0,0,0.98,0.56,5.13,1449.72,0,309.79,0.82,1.55,48.13,2118.72,358.99,0,258.37,3.52,0.53,885.92,0,4.32,0,855.86,0,3038.04,48.64,327.52,0,5.4,94.38,0,435.46,7.92,0,0,6.1,0,84,8.72,4.08,4853.3,97.86,54.14
 84-94,0,0,0,5.58,2.29,1238.84,1.17,207.81,2.04,1.84,21.4,1880.63,905.16,0,506.63,7.14,0,1055.01,0,0.82,14.73,1232.52,0,2794.89,8.06,147.79,0,0,79.05,0,488.2,12.63,0,2.35,1.03,0,189.62,0.86,57.92,4482.65,1.55,40.7
 96-106,0,0,0,13.67,44.78,1884.79,1.09,325.48,4.22,3.88,104.49,2403.36,799.75,0,798.21,8.96,3.49,598.29,6.91,11.66,1.15,925.89,2.23,3478.33,90.37,378.63,7.35,1.81,135.61,0,373.97,26.01,0,7.77,0,0,174.29,0,11.91,5802.75,208.46,19.05
108-118,0,0,0,18.01,58.43,1056.94,10.05,227.32,9.25,4.15,3.04,3033.5,345.93,0,311.74,4.55,3.87,1149.27,0,12.78,0,892.49,2.27,3884,12.14,306.56,12.5,0,105.87,0,448.31,2.67,0,8.48,0.94,0,66.05,5.12,13.38,3928.83,6.26,11.19
120,0,0,0,11.16,22.84,1144.89,1.71,198.07,0,39.98,5.31,4619.11,78.87,0,511.31,14.7,3.6,520.85,0,0,0,865.35,0,3597.91,19.69,452.45,1.24,0,14.65,0,340.62,15.01,0,10.08,0,0,55.06,0,0,5759.82,137.5,18.58
