stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,35.95,719.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.46,0,0,0,0,0,0,0,0,0,0,0
  5-6,29.98,732.27,0,0,0,0,0,0,0,0,0,0,16.22,0,0,0,0,0,0,0,0,0,0,0,62.82,0,0,0,0,0,17.19,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,7.43,0,0,0,0,69.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.95,0,0,0,87.74,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,13.15,0,33.18,0,0,70.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.35,9.79,0,0,59.44,0,0,11.88,0,14.16,0,0,0,0,0,0,0,0
 14-21,0,0,0,2.71,4.96,7.19,21.37,0,0,0,0.84,1.08,0,0,0,1.35,0,0,0,0,9.31,0,0,8.33,146.79,10.82,0,0,2.3,0,0.83,6,12.36,0,0,46.9,28.61,0,0,0,0,0
 24-34,0,0,1.46,0,1.4,2.32,17.04,0,0.63,1.24,1.55,1.19,1.14,2.15,0,0.75,0,0,0,0.62,7.84,0,0,3.39,86.77,2.04,3.1,1.51,0,0,4.55,0,0,0,0,2.22,24.25,0,0,0.78,0,0
 36-46,0,0,0,0,0,0,8.43,1.1,0,0,12,0,0,0,0,0,0,0,0.86,0,0.57,0,0,3.04,61.02,0,0,0,0,0,0,1.75,0,0,0,1.91,9.34,0,0,0,0,0
 48-58,0,0,0.54,0,0,0,20.31,0,0,6.46,4.68,0.61,0,0,0,0,0,0,0,0.43,1.14,0,0,11.98,63.26,1.42,1.25,0.5,0,0,5.75,0.84,0,0,0.73,0,18.11,0,0,0,0,2.51
 60-70,0,0,0,0,2.84,0.66,26.38,0.89,0,0.68,16,0,0,0,0,0,0,0,0,2.57,8.75,0,0,0.6,50.46,0,0,1.58,0,0,0,0.64,0,0,0,0,1.85,0,0,0,0,0
 72-82,0,0,0,0,0,4.13,26.84,0,0,0.59,27.76,0,0,2.23,0,0,0,0,0,0.94,18.17,0,0.81,6.19,67.17,0,0,1.13,0,0,1.08,0,0,0,0,0,8.1,0,0,0.64,2.98,3.58
 84-94,0,0,0.7,0,0.82,0.98,30,0,0,0.61,16.41,0.73,0,0,3.69,0,0.58,1.72,0,2.44,21.31,0,0,1.35,61.06,0,2.5,1.78,0,0,2.71,0,0,0,0,0,24.39,0,0,1.32,0,1.53
 96-106,0,0,0,0,3.3,4.21,68.13,2.37,0,2.38,47.66,0,0,0,0.66,0,1.53,0,0,1.26,14.46,0.7,0,4.27,80.81,0,1.08,2.03,0,0,2.15,1.55,0,0,0.64,0,5.64,1.13,1.16,0,1.06,8.69
108-118,0,0,0.55,0.74,2.16,6.32,23.33,1.32,0.9,2.79,78.52,1.1,0,0,2.74,0.74,4.93,0,0,1.73,49.96,0.8,0.69,9.51,72,0,1.91,5.09,0,4.78,1.07,1.27,0,0,0,0,0,0,0,0,0,2.62
120,1.19,0,0,0,1.09,2.79,22.02,2.05,0,0,107.7,3.03,0,0,0,0,0,0,0,0,16.38,0,0,6.97,73.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41
