stage,erythrocytes,eye,ionocyte,lateral_line,mesenchyme,neural,otic,somites,spinal_cord,vasculature
 14-21,0.99,0,0,0,0,0,0,0.82,1.71,0
 24-34,0,0.84,0,0,0,2.86,0,0,1.78,1.91
 36-46,0,0,0,0,0.75,22.07,0.78,0,0.97,0
 48-58,0,3.39,0,0,0,5.77,0,0,0,0
 60-70,0,9.54,0,2.33,0,18.08,0,0,6.03,0
 72-82,0,4.47,0.66,0,0,2.32,0,0,0,0
108-118,0,0,0,0,0,1.66,0,0,0,0
