stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,40.6,175.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0
  5-6,14.07,296.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,3.93,0,0,0,6.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.83,5.62,0,0,7.48,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,15.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,5.52,0,3.81,0,0,0,0,0,0,0,0,0,0
 14-21,0.89,0,2.09,111.66,750.23,7.33,0,9.21,0,0,0,42.47,84.94,1.41,0,0.95,0,0,0,0,0,7.62,1.23,0,2.18,164.4,2.47,6.24,4.68,3.37,0,5.73,4.53,9.8,0.8,9.62,359.61,0,0,1.14,0,0
 24-34,0,0,0,57.53,565.57,0,0,16.97,0,8.63,0.89,41.48,54.6,0,0,0,1.26,1.81,25.54,6.45,0,16.62,8.42,1.52,5.18,335.52,0,6.95,23.3,0,0,4.34,0,21.78,5.05,1.8,652.86,0,0,10.43,0,0
 36-46,0,0,0.95,3.63,274.62,0,0,30.8,0,7.77,0,26.86,18.29,0,0,0.63,5.92,2.77,36.14,3.28,0,37.45,1.64,0.67,9.34,514.65,0,6.9,18.58,0,0,15.79,0,29.69,0,0,872.62,0,0,1.78,0,0
 48-58,0,0,0,0.42,286.94,3.57,0,39.68,0.57,19.45,0,62.67,10.85,0,1.8,0,0.6,0,34.98,2.51,0,38.16,0.91,0,10.67,726.41,10.22,6.03,28.22,0,0,5.64,0,36.27,0,0,562.25,0,0.37,10.72,0,0
 60-70,0,0,1.73,0,233.25,6.62,0,105.71,0,42.12,1.69,40.55,14.14,2.2,5.84,0,4.12,0,49.16,12.41,0,35.27,0,5.65,2.51,1070.26,0,2.62,48.77,0,0,0,0,26.7,0,0,438.6,3.39,2.4,17.34,0,0
 72-82,0,0,6.16,1.31,222.18,39.24,0,228.91,0,20.18,0,48.08,18.33,0,1.04,1.06,4.89,0,77.57,0,0.95,62.7,2.17,1.84,6.69,1100.85,0,7.16,38.64,0,0,1.96,0,13.07,0.53,0,247.25,5.2,3.35,2.87,2.31,1.3
 84-94,6.16,0,6.2,1.01,297.2,11.83,1.06,179.01,7.73,30.31,0,47.45,33.63,0,4.02,2.97,21.02,0.62,68.34,0.6,0,50.73,0,4.97,3.34,890.86,0,10.74,66.83,0,1.31,10.07,0,50.37,0,0,121.85,15.42,2.9,0,0,0
 96-106,0,0,1.97,0,263.18,15.16,0,244.59,0.57,16.81,0,50.78,35.48,0,2.83,7.25,19.46,1.49,75.57,16.46,0.68,41.12,2.78,3.38,9.31,792.43,0,16.59,63.62,0,2.17,15.15,0,33.21,0,0,55.06,33.91,3.42,9.88,2.81,0
108-118,0,0,2.49,0.58,283.13,11.93,5.75,168.55,7.27,53.05,0,51.76,60.68,0,0,3.87,16.04,1.01,66.59,5.32,0,51.21,3.83,4.06,5.14,866.24,1.53,11.64,48.76,0,2.26,4.96,0,31.6,0,0,61.64,41.11,2.94,5.53,3.12,4.31
120,0,0,11.01,4.41,382.43,8.64,0,237.37,0,42.99,0,78.47,52.62,0,0,12.81,7.08,4.87,29.05,0,0,26.45,1.93,0,4.22,1750.61,4.62,8.1,135.18,0,4.59,2.94,0,29.95,0,0,136.34,9.99,9.83,3.19,0,0
