stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,106.26,4833.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.91,0,0,0,0,0,0,0,0,0,0
  5-6,190.17,3387.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.82,8.9,0,0,0,0,115.24,0,0,0,0,0,0,0,0,0,0
  7-9,14.36,38.15,0,24.07,0,0,0,64.67,0,0,0,0,0,40.13,0,0,0,0,0,0,0,0,0,0,0,542.59,58.89,0,0,184.63,0,0,17.15,0,0,0,0,0,0,0,0,0
 10-12,0,18.01,0,71.15,0,17.2,0,54.8,0,0,0,0,0,5.49,0,0,0,0,0,0,0,0,0,0,3.87,490.49,10.69,0,0,243.53,0,0,27.22,4.61,16.38,0,0,0,0,0,0,0
 14-21,0,0,0,1.3,18.19,1.36,0,5.47,0,0,0,2.69,0,0,0,0,0,0,0,0,0,10.07,0,0,13.76,125.38,1.93,0,0.91,5.44,0,13.24,0,17.52,1.06,12.06,30.51,0,0,1.21,0,0
 24-34,0,0,0.8,2.88,10.68,1.22,0,37.94,0,0,2.72,16.82,0.91,0,4.01,0.73,0.66,0,0,0,0,44.91,0,0,21.98,381.98,4.77,0.67,1.63,0,0,17.24,0,0,0.93,0.66,98.18,0,0,26.78,0,0
 36-46,0,0,0,0,38.17,0.67,0,52.61,0,14.16,1.62,17.93,1.28,0,2.63,0,0,7.12,1.53,1.07,0,70.93,0,0,30.66,266.62,4.71,1.75,3.25,0,0,26.49,0.68,3.04,0,0,76.8,0,0,24.54,0,0
 48-58,0,0,0,0,10.61,0,0,64.1,0,1.8,3.57,25.73,0.41,0,0,0,0.39,0.61,2.07,1.08,0,87.88,0,1.5,16.43,160.92,1.04,0,1.63,0,0,16.24,0,0,0,0,37.38,0,0,14.26,0,1.47
 60-70,0,0,0,0,22.94,0,0,77.37,0,12,1.4,20.92,1.58,0,2.35,0.67,0,0,0,1.7,0,124.03,1.76,0.59,10.22,160.6,12.9,2.08,5.23,0,1.13,12.76,0,0,3.77,0,33.22,0,2.1,12.06,0,9.43
 72-82,0,0,0,0,8.17,8.21,0,64.54,0,2.52,3.65,22.75,2.36,0,0.89,0.55,0,0,3.84,0,0,116.28,0.66,0,10.46,240.99,0,2.07,2.47,0,0,9.2,0,0,0,0,84.06,0,0.52,29.36,2.69,17.17
 84-94,0,0,0,0,18.09,0.66,0,85.36,0,14.65,3.61,13.95,0.63,1.22,3.65,0,3.03,10.19,0.61,0,0.67,99.65,0,8.11,17.7,143.29,0.66,0,7.61,0,0,24.43,0,0,7.41,0,17.94,1.17,1.92,23.15,5.85,0
 96-106,0,0,0.81,0,23.55,11.72,1.18,41.97,0.57,2.95,2.44,42.74,3.91,0,0,4.66,4.03,3.4,1.75,0,0,80.67,0,1.68,14.56,146.95,2.19,0,5.64,0,0,26.96,0,0,0,0,17.68,1.26,0,22.05,1.89,2.53
108-118,0,0,0,0,19.03,0,6.56,68.76,0,12.01,6.83,36.05,8.87,0,0,0,2.13,1.93,0,4.12,0,97.95,3.67,3.74,15.19,151.91,5.52,2.04,3.55,0,0,36.86,0,0,0.54,0,14.34,0,1.84,16.65,1.76,3.2
120,0,0,0,0,23.16,0,2.69,84,0,14.85,2.8,66.7,2.75,0,3.96,12.24,4,6.44,0,0,0,167.45,0,0,7.09,202.14,0,5.37,4.27,0,0,57.14,0,0,0,0,5.94,0,0,77.39,0,0
