stage,heart,mesenchyme,muscle,neural,pericytes,vasculature
 14-21,1.66,0,0,0,0,1.21
 24-34,0,0,0.79,0,0,5.56
 36-46,0,0,0.62,0,0,4.97
 48-58,0,1.48,0,0,0,0
 60-70,0,0,0,0,0,4.8
 72-82,0,0,0,0,1.03,0.91
 84-94,0,0,0,0,0,4.78
 96-106,0,0,0,0,0,2.9
108-118,0,0,0,0.63,0,0.76
120,0,0,0,0,0,1.67
