stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,6.85,49.57,331.32,53.55,0,143.34,0,0.87,0,19.88,22.75,2.79,1.78,11.34,47.06,1.83,1.18,4.33,16.45,143.88,5.4,0,71.14,1336.52,8.95,9.18,30.28,8.31,0,27.23,22.38,43.61,54.59,16.23,51.21,338.62,0,0,11.5,0,9.7
 24-34,0,12.29,25.5,114.47,181.3,0,288.6,0.82,8.08,0,77.32,30.69,2.47,5.21,43.66,90.21,22.11,10.66,16.81,36.64,153.67,10.71,1.66,58.68,2078.36,22,105.42,77.94,1,0,169.35,2.04,1.9,61.12,2.01,10.72,458,0,0,51.9,0,33.97
 36-46,0,8.57,3.11,29.05,123.83,0,258.21,16.54,3.86,2.08,165.81,13.08,24.12,7.6,56.52,38.13,16.64,7.53,57.5,37.98,93.95,6.01,2.05,12.76,1838.39,13.31,73.37,54.82,0,0,286.57,5.4,0,77.87,17.3,0,503.03,0,0,20.47,0,46.63
 48-58,0,2.12,0.43,87.11,346.04,0,507.78,4.28,17.23,8.16,397.97,24.13,20.86,7.86,51.83,30.14,53.76,10.71,21.52,15.31,140.45,12.35,9.82,27.02,1557.8,18.12,51.71,72.74,0,0.39,317.63,1.96,0,30.64,27.32,0,356.58,0,0.44,35.62,0,46.35
 60-70,0,1.9,0,97.67,289.41,0,979.62,7.61,31.95,7.32,481.79,44.24,15.76,4.14,79.63,52.6,48.88,6.9,50.78,1.97,265.2,11.32,5.42,25.72,1859.86,11.2,43.53,63.86,0,6.09,366.53,0.64,0,45.05,19.07,0,277.16,1.22,5.56,40.75,1.75,137.84
 72-82,0,14.16,4.56,114.53,259.9,2.51,854.13,9.94,6.49,20.48,561.78,76.38,6.84,9.35,81.88,45.92,73.38,21.09,53.63,16.11,406.59,20.78,22.21,30.28,1659.15,0.5,65.62,79.55,0,6.51,262.13,0.56,0,80.95,8.28,0,170.24,18.52,6.77,51.82,17.21,100.09
 84-94,0,24.97,3.64,197.62,261.91,8.2,850.73,2.98,34.51,15.41,483.57,167.91,9.43,5.1,117.43,136.52,40.78,32.85,89.84,13.35,395.29,26.78,21.12,31.79,1231.55,3.85,68.95,161.16,0,2.39,805.81,0,0,152.48,11.16,0,138.15,49.37,20.94,63.67,10.67,39.23
 96-106,0,19.08,3.24,234.24,499.9,3.98,607.61,10.52,37.73,16.6,649.37,203.92,0,14.09,139.77,129.09,29.93,55.64,94.91,17.94,490.14,36.91,16.8,42.65,1238.83,7.24,131.41,148.85,0,13.56,697.88,4.08,0,133.43,24.16,0,91.07,52.95,3.55,88.26,17.11,71.4
108-118,0,18.75,7.52,232.05,426.11,18.14,663.34,11.49,49.83,18.96,637.89,174.94,0,7.89,92.21,125.25,53.89,35.76,126.8,19.24,477.48,17.5,13.87,60.95,1826.51,10.54,81.62,144.77,0,15.97,631.98,1.33,0,118.72,14.75,0,86.94,49.63,4.53,69.07,26.37,57.8
120,1.12,2.96,0,302.74,466.73,16.76,618.33,14.21,41.71,8.07,683.32,171.71,0,4.24,201.14,76.24,47.33,21.99,84.8,9.47,611.89,23.9,49.72,69.1,2728.97,9.45,110.44,143.71,0,35.41,534.3,0,0,68.12,4.33,0,47.58,33.1,1.46,93.65,53.19,22.89
