stage,blastomeres,epidermis,glial,gut,neural,otic,periderm,presomitic.mesoderm,spinal.cord
  5-6,7.73,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,13.29,0,0,4.19,0
 24-34,0,0,0,0,2.57,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,1.55
 48-58,0,0,0,0,1.34,0,0,0,0
 72-82,0,1.58,0,0,4.65,0,0,0,0
 84-94,0,5.13,0,0,0,0,2.3,0,0
 96-106,0,1.75,0,0,3.98,0,1.92,0,0
108-118,0,5.33,0,0.88,1.41,0.69,4.06,0,0
120,0,7.72,16.31,0,0,0,5.1,0,0
