stage,axial,blastomeres,glial,mesenchyme,neural,periderm,pgc,spinal.cord
  3-4,15.7,32.06,0,0,0,10.55,0,0
  5-6,0,10.61,0,0,0,0,0,0
  7-9,0,0,0,0,6.62,0,7.58,0
 36-46,0,0,0,0,6.52,0,0,1.3
 48-58,0,0,0,0,2.37,0,0,0
 60-70,0,0,0,0.98,9.1,0,0,0
 72-82,0,0,0,0.7,17.4,0,0,0
 84-94,0,0,0,0,23.69,0,0,0
 96-106,0,0,0,0,6.67,0,0,0
108-118,0,0,3.95,0,8.78,0,0,0
120,0,0,5.06,0,60.87,0,0,0
