stage,axial,eye,fast.muscle,gut,ionocyte,mesenchyme,neural,spinal.cord
  3-4,20.8,0,0,0,0,0,0,0
  7-9,0,3.74,0,0,0,0,5.57,0
 36-46,0,0,0,0,0,0,0.6,1.5
 48-58,0,0.66,0,0,0,0,0,0
 60-70,0,0,0,0,0.62,0,0,0
 72-82,0,0,0.79,0,1.29,0.57,0,0
 84-94,0,0,0,0,9.18,0,0,0
 96-106,0,0,0,0,1.79,0,0,0
108-118,0,0,0,0,18.89,1.44,3.5,0
120,0,0,0,2.28,7.48,0,0,0
