stage,epidermis,eye,glial,heart,mesenchyme,neural,olfactory,periderm,pronephros,spinal_cord
 14-21,2.88,0,1.95,0,11.21,10.48,0,1.15,0,5.66
 24-34,0,0,0,0,0,15.4,1.25,0,0,1.32
 36-46,0,0,0,0,0,1.35,0,5.36,1.73,5.5
 48-58,0,0,0,0,0,0,0,0,0,0.9
 60-70,0,0.6,0,10.66,0,0,0,0,0,0
 72-82,0,0,0,0,0.67,0,0,1.37,0,0
 84-94,0,4.66,1.09,0,0,0,0,0,0,0
 96-106,0,0,0,0,0,0,0,1.42,0,0
108-118,0,0,0,0,0,3.34,0,0,0,0
