stage,epidermis,eye,fin.epithelia,glial,gut,ionocyte,mucous,neural,olfactory,periderm,pronephros,spinal.cord,taste
 24-34,0,0,0,0,0,0,0,0,0,0.79,0.7,2.07,0
 36-46,0,0,0,0,0,0,15.51,1.65,0,5.25,0,0,0
 48-58,0,0,0,0,0,0.38,0,2.76,0,39.48,0,0.65,0
 60-70,0,0,0,0,1.45,0,0,2.18,0,39.27,0,0,0
 72-82,0.54,4.68,0,0,1.45,0,0,1.84,0,23.35,0,0,0
 84-94,3.86,1.3,0,0,5.3,2.12,0,4.1,0,18.13,0,0,0
 96-106,13.94,0,1.67,1.04,10.04,2.23,0,5.41,0.61,22.98,0,0,0
108-118,10.68,0,1.46,0,6.31,1.4,0,0,0,17.69,0,0,0.47
120,2.88,0,0,0,8.55,1.77,0,0,0,4.98,0,0,0
