stage,blastomeres,epidermis,eye,gut,neural,olfactory,spinal.cord
  5-6,8.58,0,0,0,0,0,0
 10-12,0,0,0,0,3.61,0,0
 14-21,0,0,0,0,0.83,0,0
 24-34,0,0,0,0,4.7,173.49,2.35
 36-46,0,0,5.97,0,9.23,177.5,4.04
 48-58,0,1.1,0,0,2.3,49.27,0
 60-70,0,0,5.37,0,1.09,0,0.94
 72-82,0,0,7.3,0,0,35.63,0
 84-94,0,0,8.41,0,0,61.29,0
 96-106,0,0,4.52,0,1.15,60.9,0
108-118,0,0,1.77,0,2.45,23.02,0
120,0,0,4.61,2.52,0,22.81,0
