stage,axial,epidermis,eye,fin_epithelia,immune,mesenchyme,neural,periderm,spinal_cord,xanthophores
  5-6,7.71,0,0,0,0,0,0,0,0,0
 24-34,0,0,0,0,0,0,0,7.15,2.08,0
 36-46,0,0,0,0,0,0,0,34.57,0,0
 48-58,0,0,0,0,0,0.99,0.73,2.53,0,0
 60-70,0,0,0,0,0,0,0,7.92,0,0
 72-82,0,0,2.52,0,0,1.92,0,2.34,0,0
 84-94,0,0,0,0,0,0,0,21.35,0,0
 96-106,0,0,5.79,0,0,0,0,14.05,0,3.81
108-118,0,0.44,0,0,0,0,4.47,22.52,0,0
120,0,1.27,3.14,4.52,12.08,1.69,3.19,20.82,0,0
