stage,epidermis,erythrocytes,eye,fast.muscle,glial,gut,heart,liver,melanocytes,mesenchyme,muscle,neural,periderm,slow.muscle,spinal.cord
 24-34,0.62,0.69,0,0,0,0,0,0,0,0,0.9,0,0,0,0
 36-46,2.78,0,0,1.33,0,0,0,0,0,0,0,0,0,5.42,0.87
 48-58,0,0.38,0,0,1.22,0.46,0,0,0.59,0,0,0.68,0.91,0.38,0
 60-70,0,0.76,2.88,0,0,1.43,0,3.24,0,1.47,0,0,0,0,0
 72-82,2.06,1.26,3.56,0,0,0,0,0,0,0,0,1.27,0,0,0
 84-94,0,10.71,0,0,0,0,0,0,0,0,0,2.11,0,0,0
 96-106,0,15.48,0,0,0,0,0.62,0,0,0,0,0,0,0,0
108-118,0.69,2.17,0,0,1.58,1.16,0,0,0,0,0,2.08,0,0,0
120,0,8.61,0,0,0,0,0,0,0,0,0,13.89,0,0,0
