stage,eye,immune,mesenchyme,neural,otic
 24-34,0,1.62,0,0,0
 36-46,0,12.87,0,0,0
 48-58,0.92,37.24,0,0,0
 60-70,0,53.5,0,0,0
 72-82,0,48.23,0,0,0
 84-94,0,104.03,0,0,0
 96-106,0,89.9,0,0,0
108-118,0,62.07,1.49,5.02,0.94
120,0,54.19,0,4.09,0
