stage,blastomeres,eye,mesenchyme,muscle,neural,paraxial.mesoderm,slow.muscle,spinal.cord
  5-6,24.37,0,0,0,0,0,0,0
  7-9,0,0,0,0,19.09,3.25,0,0
 24-34,0,0,0,1.52,2.18,0,0.6,1.03
 36-46,0,0,0,0,2.39,0,0,0
 48-58,0,0,0.83,0.4,3.29,0,0,1.2
 60-70,0,1.56,1.22,0,0,0,0,0
 72-82,0,0.54,1.55,0,9.12,0,0,0
 84-94,0,0,0.8,0,0,0,0,0
108-118,0,0.54,0,0,0.43,0,0,0
