stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,3.19,4.35,1.09,146.4,1449.89,313.69,285.62,0,15.48,0,248.85,262.95,33.47,44.02,0,5.06,0.87,1.12,3.99,0,1191.1,0.95,0,815.31,3907.17,434.09,12.14,107.14,1294.3,0,54.21,7.64,2297.12,91.85,38.22,1411.97,4320.51,0,0,30.83,0,0
 24-34,4.02,0,0.65,39.3,148.72,7.89,200.81,0,36.39,35.29,184.13,17.74,2.82,27.16,0,1.21,3.1,7.55,10.9,5.46,1226.92,0,1.63,350.16,2898.34,38.01,2.45,72.64,0,1.61,20.41,0,5.73,26.72,12.05,339.21,1718.53,0,0,108.43,0,5.66
 36-46,8.46,0,0,3.66,60.39,11.54,186.57,7.39,20.74,93.91,96.46,1.58,0,17.16,1.67,16.1,4.37,3.05,7.04,6.83,1086.92,0,14.7,241.37,1805.18,5.88,0,36.69,0,1.69,58.34,0.65,3.2,12.9,0,2.05,847.94,0,2.54,46.74,0,5.57
 48-58,0,0,0.68,0,27.79,0,219.15,0.6,63.73,129.52,88.39,7.59,0,4.02,6.55,3.61,14.12,1.14,7.4,0,556.27,0,15.08,143.85,656.63,8.2,0.38,10.67,0,2.84,11.99,0,0,8.21,2.52,0,435.07,0,0.64,57.46,1.8,0
 60-70,1.61,0,0,0,17.52,2.21,165.3,5.6,23.77,144.77,40.68,7.75,0,0,3.98,0,0,12.57,8.77,0,451.31,0,14.95,62.44,262.25,0,0,11.03,0,0,7.49,0,0,4.15,0,0,129.31,9.94,2.06,16.33,0,6.15
 72-82,0,0,0,0,6.95,7.21,59.34,0,2.01,130.33,25.39,1.34,0.65,0,5.25,0,0,4.61,7.8,0,326.14,0,15.42,46.15,170.03,0,1.37,15.63,0,0,7.75,0,0,3.72,0,0,29.04,21.87,0.61,13.96,6.74,0
 84-94,0,0,1.15,0,11.28,2.83,77.02,0,2.34,90.08,47.54,5.9,0,0,13.47,0,6.04,1.93,0,0,265.2,1.21,16.56,42.37,154.96,0,2.63,9.31,0,2.85,3.14,0,0,1.21,0,0,17.68,26.17,4.59,4.87,8.38,0
 96-106,0,0,0,0,3.99,2.01,41.31,0,4.17,77.92,22.99,0,0,3.95,4.7,0.73,0,3.88,4.01,0,221.23,0,6.33,36.14,128.49,0,1.65,14.26,0,0,0,0,0,0.81,0,0,30.42,45.97,0,13.02,6.6,0
108-118,0,0,1.56,0,1.98,2.55,34.63,0,0,100.19,34.7,6.79,0,4.54,6.42,0,0,5.46,0,0,255.2,0,0.69,40.19,164.39,0.92,0,13.21,0,0,0,0,0,2.95,0,0,4.12,43.46,1.62,6.69,7.4,0.59
120,1.19,0,2.94,0,12.92,0,71.19,2.44,4.52,194.65,46.99,1.35,0,0,13.02,1.45,0,6.58,3.16,0,407.06,0,29.38,68.23,383.42,3.31,0,25.1,0,4.76,1.9,1.53,0,0,0,0,15.16,21.02,0,4.22,0,8.45
