stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,0,22.2,429.86,10.83,0,183.08,0,3.01,0,140.01,46.28,0,1.63,0,2.12,0,0,0,0,15.03,0,0,7.05,2517.9,31.02,0,4.72,31.77,0,3.54,0,2.54,0.85,0,4.08,957.75,0,0,4.24,0,0
 24-34,0.83,0.61,25.32,113.75,0,0,274.62,0.91,3.22,1.82,181.61,11.4,0,0,0,0.82,0,3.23,4.07,0,95.31,0,0,25.43,7308.07,11.94,7.76,74.43,3.99,2.91,13.98,0,0,1.66,2.08,4.03,1422.47,0,0,48.43,0,0
 36-46,0,0,1.97,49.9,0,0,184.27,3.01,0,0,320.7,3.1,0,2.26,0,0.79,1.88,1.42,4.05,0,118.98,0,0.98,19.48,4775.61,1.06,2.09,21.95,0,1.74,24.63,0,0,0,0,0,1088.52,0,0,40.12,0,6.11
 48-58,0,0,0.75,35.18,1.11,0,618.72,0,2.28,0.39,587.5,7.45,0,1.46,2.37,0,0.4,0.96,3.75,2,172.61,0,6.23,5.33,4067.79,0,6.74,49.72,3.66,0.92,23.89,0,0,0,0,0,1084.21,0,0,35.06,0.5,11.25
 60-70,0,0,0,44.44,0,0,997.52,0,4.19,2.73,231.7,4.92,0,0,0,0.62,16.04,0,4.22,0,175.14,0,0,1.87,2600.61,6.52,4.59,39.11,0,1.92,4.02,0,0,2.06,0,0,312.66,5.48,0,11.22,0,6.55
 72-82,0,0.5,0.64,29.67,3.2,0,1251.82,1.84,0.68,7.88,192.86,1.93,0.58,0,0,2.21,6.78,1.07,0,0,246.97,0,2.91,9.49,3162.55,0,8.32,49.98,0,0,5.44,0,0,0,0,0,206.43,13.76,0.52,52.11,3.72,4.22
 84-94,0,1.81,1,43.68,0.65,0,822.17,0,0,9.37,140.38,2.72,0,2.59,3.84,1.86,3.59,2.23,0,0,239.62,0,22.21,9.08,1738.27,0,5.25,54.66,0,0,17.03,1.4,0,0.73,0,0,167.71,6.26,1.22,29.67,13.51,4.41
 96-106,0,2.96,0.76,40.18,7.55,0,664.87,0,6.17,2.86,127.14,2.12,0,2.34,5.18,3.04,5.53,2.4,9.82,0,185.63,0.76,4.76,0.81,1741.64,0.69,1.6,42.72,0,0,12.84,0,0,0,0,0,66.48,2.59,7.34,28.05,0.81,0
108-118,0,0,4.82,34.57,5.15,2.51,705.84,0.56,3.39,4.4,121.35,9.6,0,0,1.1,5.97,10.77,6.93,0.56,0,185.92,0,1.62,13.58,1564.37,0,5.35,54.28,0,0,0,0,0,0.81,0.61,0,45.9,14.13,6.16,13.87,0.66,2.47
120,0,0,2.55,73.51,7.49,0,1009.49,2.98,4.2,7.96,222.77,13.92,0,0,2.76,0,11.49,1.04,0,0,279.33,0,2.35,12.75,3094.73,3.31,8.45,125.42,0,0,20.51,0,0,0,0,0,100.99,0,0,16.05,7.07,0
